Unique code,Divisi,Tahun,Bulan Pengamatan,Kawasan,Varietas Tebu,Bulan Tanam2,Nama Blok,Tanggal Pengamatan,Luas Tanah,Bulan Tanam,Tahun Tanam,Category Tanam,Category,Umur,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,stem_borer_label,top_borer_label,kutu_perisai_label,Curah hujan (mm),Kategori Luas Tanah
I20232GP 117,I,2023,2,21.0,G11,7,64 BS 14,2023-02-16,7.99,2022-07-01,2022,PC,PC,7,2.17,17.02,0.08,5,0,0,120,0.0,Green,Black,Green,222,Big
II20232RGM06-65410,II,2023,2,4.0,R54,10,14 TU 37,2023-02-16,4.92,2022-10-01,2022,PC,PC,4,0.0,0.0,0.0,0,0,0,0,0.0,Green,Green,Green,249,Medium
II20232GMP 56,II,2023,2,22.0,GMP 5,6,31 BS 43,2023-02-16,6.99,2022-06-01,2022,RC2,RC2,8,3.91,11.83,2.25,5,0,0,0,0.0,Green,Black,Green,249,Medium
I20232RGM 02-1085,I,2023,2,28.0,R08,5,65 BS 34,2023-02-16,4.69,2022-05-01,2022,RC1,RC1,9,3.48,24.67,72.08,5,5,0,160,0.0,Green,Black,Black,222,Medium
II20232GMP 55,II,2023,2,19.0,GMP 5,5,30 BS 23,2023-02-16,5.56,2022-05-01,2022,RC1,RC1,9,6.41,17.8,1.55,5,5,0,0,0.0,Red,Black,Green,249,Medium
I20232RGM 02-1085,I,2023,2,28.0,R08,5,61 BS 34,2023-02-16,6.15,2022-05-01,2022,RC2,RC2,9,4.14,18.62,68.2,5,5,0,160,0.0,Green,Black,Black,222,Medium
V20232RGM 00-4777,V,2023,2,29.0,R7,7,129 BS 22,2023-02-16,3.6,2022-07-01,2022,RC1,RC1,7,0.92,4.72,0.4,5,0,0,80,0.0,Green,Red,Green,286,Small
III20232GMP 77,III,2023,2,18.0,GMP 7,7,47 TS 19,2023-02-16,8.43,2022-07-01,2022,PC,PC,7,0.0,2.57,0.05,5,5,0,1000,0.0,Green,Green,Green,267,Big
III20232GMP 77,III,2023,2,18.0,GMP 7,7,39 TS 18,2023-02-16,6.53,2022-07-01,2022,PC,PC,7,2.5,4.43,1.05,5,5,0,1000,0.0,Green,Red,Red,267,Medium
III20232RGM06-65410,III,2023,2,8.0,R54,10,72 TU 32,2023-02-16,5.71,2022-10-01,2022,PC,PC,4,4.26,0.66,0.0,0,0,0,0,0.0,Red,Green,Green,267,Medium
III20232GMP 77,III,2023,2,18.0,GMP 7,7,53 TS 19,2023-02-16,10.22,2022-07-01,2022,RC1,RC1,7,2.08,4.74,10.5,5,5,0,1000,0.0,Green,Red,Red,267,Big
III20232GP 117,III,2023,2,19.0,G11,7,27 TS 49,2023-02-16,6.53,2022-07-01,2022,PC,PC,7,1.4,4.77,2.9,5,5,10,1000,0.0,Green,Red,Red,267,Medium
III20232RGM06-65410,III,2023,2,8.0,R54,10,72 TU 30,2023-02-16,4.76,2022-10-01,2022,PC,PC,4,4.17,0.0,0.0,0,0,0,0,0.0,Red,Green,Green,267,Medium
III20232GMP 77,III,2023,2,18.0,GMP 7,7,48 TS 18,2023-02-16,3.69,2022-07-01,2022,PC,PC,7,2.48,2.75,0.0,5,5,0,1000,0.0,Green,Green,Green,267,Small
IV20232GP 117,IV,2023,2,25.0,G11,7,168 TU 36,2023-02-16,6.79,2022-07-01,2022,RC1,RC1,7,2.03,2.49,0.1,5,5,0,140,0.0,Green,Green,Green,313,Medium
IV20232GMP 55,IV,2023,2,3.0,GMP 5,5,160 TU 67,2023-02-16,9.66,2022-05-01,2022,PC,PC,9,2.86,7.21,6.29,5,5,0,200,0.0,Green,Red,Green,313,Big
IV20232GP 119,IV,2023,2,18.0,G11,9,155 TU 43,2023-02-16,5.1,2022-09-01,2022,RC1,RC1,5,3.7,2.18,0.75,5,5,0,0,0.0,Red,Green,Red,313,Medium
IV20232GMP 78,IV,2023,2,6.0,GMP 7,8,126 TU 65,2023-02-16,2.61,2022-08-01,2022,RC2,RC2,6,1.56,2.66,0.0,5,5,4,200,0.0,Green,Green,Green,313,Small
IV20232GMP 78,IV,2023,2,29.0,GMP 7,8,135 TU 09,2023-02-16,3.45,2022-08-01,2022,PC,PC,6,2.17,2.38,0.2,5,5,4,200,0.0,Green,Green,Green,313,Small
IV20232GMP 78,IV,2023,2,29.0,GMP 7,8,138 TU 10,2023-02-16,5.68,2022-08-01,2022,PC,PC,6,2.72,3.59,0.2,5,5,4,200,0.0,Green,Red,Green,313,Medium
IV20232GMP 55,IV,2023,2,3.0,GMP 5,5,157 TU 66,2023-02-16,8.15,2022-05-01,2022,PC,PC,9,2.74,7.89,7.85,5,5,0,200,0.0,Green,Red,Green,313,Big
IV20232GMP 55,IV,2023,2,3.0,GMP 5,5,153 TU 66s,2023-02-16,4.53,2022-05-01,2022,PC,PC,9,2.0,8.07,1.4,5,5,0,200,0.0,Green,Red,Green,313,Medium
IV20232GP 116,IV,2023,2,17.0,G11,6,148 TU 42,2023-02-16,2.81,2022-06-01,2022,RC2,RC2,8,0.0,0.98,0.0,5,5,0,0,0.0,Green,Green,Green,313,Small
IV20232GMP 77,IV,2023,2,17.0,GMP 7,7,146 TU 42,2023-02-16,10.62,2022-07-01,2022,PC,PC,7,1.59,2.79,0.42,5,6,0,190,0.0,Green,Green,Green,313,Big
IV20232GMP 77,IV,2023,2,17.0,GMP 7,7,146 TU 44,2023-02-16,7.61,2022-07-01,2022,PC,PC,7,2.46,3.1,0.9,5,6,0,190,0.0,Green,Green,Green,313,Big
IV20232GP 117,IV,2023,2,18.0,G11,7,159 TU 46,2023-02-16,4.01,2022-07-01,2022,RC2,RC2,7,3.36,1.9,1.0,5,5,0,140,0.0,Green,Green,Red,313,Medium
IV20232RGM 02-1086,IV,2023,2,21.0,R08,6,120 TU 30,2023-02-16,10.02,2022-06-01,2022,PC,PC,8,2.4,3.31,2.17,5,5,1,0,0.0,Green,Green,Green,313,Big
IV20232RGM 02-1086,IV,2023,2,21.0,R08,6,120 TU 25,2023-02-16,4.82,2022-06-01,2022,PC,PC,8,3.03,7.8,5.2,5,5,1,0,0.0,Green,Red,Red,313,Medium
IV20232GMP 310,IV,2023,2,21.0,GMP 3,10,114 TU 30,2023-02-16,5.46,2022-10-01,2022,RC1,RC1,4,3.05,1.97,0.0,5,0,0,0,0.0,Red,Green,Green,313,Medium
I20232RGM 01-8698,I,2023,2,2.0,R69,8,41 BU 37,2023-02-17,4.93,2022-08-01,2022,RC1,RC1,6,5.63,3.87,0.25,5,0,10,0,0.0,Red,Red,Green,222,Medium
I20232RGM 01-8698,I,2023,2,2.0,R69,8,44 BU 34,2023-02-17,8.18,2022-08-01,2022,RC1,RC1,6,3.96,3.08,0.8,5,0,10,0,0.0,Red,Red,Red,222,Big
I20232GMP 67,I,2023,2,22.0,GMP 6,7,50 BS 14,2023-02-17,8.72,2022-07-01,2022,PC,PC,7,2.16,6.52,0.0,5,0,0,0,0.0,Green,Red,Green,222,Big
II20232GMP 79,II,2023,2,5.0,GMP 7,9,23 BU 25,2023-02-17,5.19,2022-09-01,2022,RC1,RC1,5,3.45,2.75,3.7,5,5,0,100,0.0,Red,Red,Red,249,Medium
II20232GP 117,II,2023,2,18.0,G11,7,12 TS 02,2023-02-17,4.68,2022-07-01,2022,PC,PC,7,0.91,6.05,0.1,5,0,0,108,0.0,Green,Red,Green,249,Medium
II20232GMP 79,II,2023,2,5.0,GMP 7,9,25 BU 27,2023-02-17,3.02,2022-09-01,2022,RC1,RC1,5,2.67,3.25,7.2,5,5,0,100,0.0,Red,Red,Red,249,Small
I20232GMP 68,I,2023,2,22.0,GMP 6,8,44 BS 14,2023-02-17,10.34,2022-08-01,2022,PC,PC,6,3.07,4.54,0.0,5,0,0,0,0.0,Red,Red,Green,222,Big
I20232RGM 01-183410,I,2023,2,9.0,R34,10,50 BU 15,2023-02-17,9.67,2022-10-01,2022,RC1,RC1,4,3.62,4.67,0.0,5,0,0,0,0.0,Red,Red,Green,222,Big
I20232RGM 02-1085,I,2023,2,6.0,R08,5,57 BU 27,2023-02-17,2.15,2022-05-01,2022,RC2,RC2,9,14.17,18.6,47.2,5,5,0,160,0.0,Black,Black,Black,222,Small
I20232RGM 01-183410,I,2023,2,7.0,R34,10,42 BU 23,2023-02-17,8.2,2022-10-01,2022,RC1,RC1,4,2.48,3.05,0.0,5,0,0,0,0.0,Red,Red,Green,222,Big
VI20232GMP 69,VI,2023,2,7.0,GMP 6,9,258 TU 98,2023-02-17,2.55,2022-09-01,2022,RC2,RC2,5,0.0,0.0,0.0,5,0,0,0,0.0,Green,Green,Green,372,Small
I20232RGM 01-86910,I,2023,2,3.0,R69,10,33 BU 35,2023-02-17,4.43,2022-10-01,2022,RC1,RC1,4,1.4,5.24,0.0,5,0,10,0,0.0,Green,Red,Green,222,Medium
II20232RGM 02-1085,II,2023,2,11.0,R08,5,05 TU 12,2023-02-17,4.95,2022-05-01,2022,RC1,RC1,9,4.41,6.22,172.2,5,5,0,80,0.0,Green,Red,Black,249,Medium
VII20232GMP 79,VII,2023,2,9.0,GMP 7,9,390 TU 120,2023-02-17,2.09,2022-09-01,2022,PC,PC,5,4.17,2.38,0.0,5,5,0,0,0.0,Red,Green,Green,441,Small
VII20232RGM 01-12065,VII,2023,2,7.0,R06,5,373 TU 140,2023-02-17,2.25,2022-05-01,2022,PC,PC,9,2.11,2.19,34.5,5,0,0,105,0.0,Green,Green,Black,441,Small
VII20232GMP 79,VII,2023,2,9.0,GMP 7,9,390 TU 125,2023-02-17,1.62,2022-09-01,2022,PC,PC,5,0.0,4.41,0.0,5,5,0,0,0.0,Green,Red,Green,441,Small
I20232RGM 01-183410,I,2023,2,7.0,R34,10,44 BU 23,2023-02-17,7.9,2022-10-01,2022,RC1,RC1,4,2.25,3.17,0.0,5,0,0,0,0.0,Red,Red,Green,222,Big
II20232GP 117,II,2023,2,18.0,G11,7,08 TS 05,2023-02-17,4.96,2022-07-01,2022,PC,PC,7,0.96,8.96,0.2,5,0,0,108,0.0,Green,Black,Green,249,Medium
I20232GMP 310,I,2023,2,7.0,GMP 3,10,40 BU 26,2023-02-17,6.58,2022-10-01,2022,RC1,RC1,4,0.0,1.26,0.0,5,0,0,0,0.0,Green,Green,Green,222,Medium
VII20232GMP 55,VII,2023,2,7.0,GMP 5,5,375 TU 135,2023-02-17,2.72,2022-05-01,2022,PC,PC,9,1.11,1.19,46.0,5,5,0,0,0.0,Green,Green,Black,441,Small
VII20232GMP 79,VII,2023,2,9.0,GMP 7,9,390 TU 124,2023-02-17,1.89,2022-09-01,2022,PC,PC,5,0.0,2.73,0.0,5,5,0,0,0.0,Green,Red,Green,441,Small
V20232RGM 02-1085,V,2023,2,11.0,R08,5,132 BU 15,2023-02-17,7.7,2022-05-01,2022,RC2,RC2,9,5.4,18.67,159.1,5,5,4,120,4.0,Red,Black,Black,286,Big
V20232RGM 00-4779,V,2023,2,11.0,R7,9,124 BU 13t,2023-02-17,7.44,2022-09-01,2022,RC1,RC1,5,1.31,2.62,0.6,5,0,0,120,0.0,Green,Red,Red,286,Big
VII20232RGM 01-12065,VII,2023,2,7.0,R06,5,371 TU 141,2023-02-17,2.65,2022-05-01,2022,PC,PC,9,4.17,0.8,32.0,5,0,0,105,0.0,Green,Green,Black,441,Small
II20232RGM 01-8696,II,2023,2,19.0,R69,6,20 BS 22,2023-02-17,7.94,2022-06-01,2022,RC1,RC1,8,2.93,17.3,16.25,5,0,0,100,0.0,Green,Black,Black,249,Big
VII20232RGM 01-12065,VII,2023,2,7.0,R06,5,372 TU 140,2023-02-17,2.4,2022-05-01,2022,PC,PC,9,3.19,1.82,4.83,5,0,0,105,0.0,Green,Green,Green,441,Small
VII20232GMP 79,VII,2023,2,9.0,GMP 7,9,390 TU 122,2023-02-17,2.16,2022-09-01,2022,PC,PC,5,0.0,3.62,0.0,5,5,0,0,0.0,Green,Red,Green,441,Small
VII20232GMP 310,VII,2023,2,20.0,GMP 3,10,362 TU 102,2023-02-17,2.4,2022-10-01,2022,RC1,RC1,4,0.0,1.57,0.0,5,0,0,0,0.0,Green,Green,Green,441,Small
II20232RGM 02-1085,II,2023,2,11.0,R08,5,08 TU 12,2023-02-17,5.1,2022-05-01,2022,RC1,RC1,9,3.79,5.99,62.25,5,5,0,80,0.0,Green,Red,Black,249,Medium
V20232RGM 02-1085,V,2023,2,11.0,R08,5,131 BU 13,2023-02-17,4.77,2022-05-01,2022,RC2,RC2,9,6.43,16.59,128.1,5,5,4,120,4.0,Red,Black,Black,286,Medium
VII20232GMP 79,VII,2023,2,9.0,GMP 7,9,391 TU 122,2023-02-17,2.84,2022-09-01,2022,PC,PC,5,0.0,4.7,0.0,5,5,0,0,0.0,Green,Red,Green,441,Small
VII20232GMP 310,VII,2023,2,20.0,GMP 3,10,362 TU 105,2023-02-17,2.92,2022-10-01,2022,RC1,RC1,4,0.0,3.38,0.0,5,0,0,0,0.0,Green,Red,Green,441,Small
VII20232GMP 55,VII,2023,2,7.0,GMP 5,5,376 TU 138,2023-02-17,2.31,2022-05-01,2022,PC,PC,9,1.1,0.42,66.67,5,5,0,0,0.0,Green,Green,Black,441,Small
VII20232RGM 01-18349,VII,2023,2,8.0,R34,9,381 TU 135,2023-02-17,5.05,2022-09-01,2022,RC1,RC1,5,4.88,7.18,0.25,5,5,0,0,0.0,Red,Red,Red,441,Medium
V20232RGM 00-4779,V,2023,2,11.0,R7,9,124 BU 15t,2023-02-17,7.72,2022-09-01,2022,RC1,RC1,5,3.23,2.93,0.65,5,0,0,120,0.0,Red,Red,Red,286,Big
V20232GMP 55,V,2023,2,6.0,GMP 5,5,128 BU 21,2023-02-17,5.12,2022-05-01,2022,RC1,RC1,9,1.45,11.81,0.4,5,5,3,108,0.0,Green,Black,Green,286,Medium
II20232GMP 310,II,2023,2,24.0,GMP 3,10,11 BS 35,2023-02-17,6.5,2022-10-01,2022,RC1,RC1,4,0.0,3.58,0.0,5,0,0,0,0.0,Green,Red,Green,249,Medium
II20232RGM 01-8696,II,2023,2,19.0,R69,6,19 BS 22,2023-02-17,8.8,2022-06-01,2022,RC1,RC1,8,2.44,18.47,75.15,5,0,0,100,0.0,Green,Black,Black,249,Big
VII20232GMP 310,VII,2023,2,20.0,GMP 3,10,357 TU 102,2023-02-17,3.27,2022-10-01,2022,RC1,RC1,4,0.0,1.43,0.0,5,0,0,0,0.0,Green,Green,Green,441,Small
VII20232GMP 78,VII,2023,2,11.0,GMP 7,8,403 TU 114,2023-02-17,1.3,2022-08-01,2022,PC,PC,6,1.89,1.79,0.0,5,5,0,140,0.0,Green,Green,Green,441,Small
VII20232GMP 55,VII,2023,2,7.0,GMP 5,5,376 TU 137,2023-02-17,2.25,2022-05-01,2022,PC,PC,9,7.32,3.24,66.33,5,5,0,0,0.0,Red,Green,Black,441,Small
VII20232GMP 310,VII,2023,2,20.0,GMP 3,10,360 TU 102,2023-02-17,2.23,2022-10-01,2022,RC1,RC1,4,2.78,1.79,0.0,5,0,0,0,0.0,Red,Green,Green,441,Small
VII20232GP 117,VII,2023,2,3.0,G11,7,405 TU 149,2023-02-17,4.0,2022-07-01,2022,RC1,RC1,7,4.46,1.16,0.0,5,5,0,130,0.0,Red,Green,Green,441,Medium
V20232GMP 55,V,2023,2,6.0,GMP 5,5,129 BU 23,2023-02-17,9.67,2022-05-01,2022,RC1,RC1,9,1.08,14.67,0.3,5,5,3,108,0.0,Green,Black,Green,286,Big
II20232GMP 310,II,2023,2,24.0,GMP 3,10,13 BS 32,2023-02-17,5.26,2022-10-01,2022,RC1,RC1,4,0.0,1.72,0.0,5,0,0,0,0.0,Green,Green,Green,249,Medium
VII20232GMP 78,VII,2023,2,11.0,GMP 7,8,404 TU 114,2023-02-17,2.01,2022-08-01,2022,PC,PC,6,5.77,6.83,0.0,5,5,0,140,0.0,Red,Red,Green,441,Small
VII20232GMP 39,VII,2023,2,8.0,GMP 3,9,383 TU 135,2023-02-17,8.85,2022-09-01,2022,RC1,RC1,5,1.33,3.56,0.1,5,0,0,0,0.0,Green,Red,Red,441,Big
VII20232GMP 310,VII,2023,2,20.0,GMP 3,10,358 TU 101,2023-02-17,3.5,2022-10-01,2022,RC1,RC1,4,0.0,1.36,0.0,5,0,0,0,0.0,Green,Green,Green,441,Small
V20232GMP 310,V,2023,2,30.0,GMP 3,10,114 BS 20,2023-02-17,6.19,2022-10-01,2022,RC1,RC1,4,1.77,2.22,0.0,5,0,0,90,0.0,Green,Red,Green,286,Medium
VII20232GP 117,VII,2023,2,3.0,G11,7,406 TU 149,2023-02-17,4.91,2022-07-01,2022,RC1,RC1,7,4.92,1.09,0.0,5,5,0,130,0.0,Red,Green,Green,441,Medium
VII20232RGM 00-6128,VII,2023,2,11.0,R2,8,402 TU 119,2023-02-17,3.13,2022-08-01,2022,PC,PC,6,2.0,1.64,0.1,5,0,0,0,0.0,Green,Green,Green,441,Small
V20232GMP 78,V,2023,2,6.0,GMP 7,8,135 BU 33a,2023-02-17,4.46,2022-08-01,2022,PC,PC,6,0.53,5.54,0.0,5,0,0,0,0.0,Green,Red,Green,286,Medium
VII20232GMP 310,VII,2023,2,20.0,GMP 3,10,358 TU 99,2023-02-17,2.07,2022-10-01,2022,RC1,RC1,4,0.0,2.07,0.0,5,0,0,0,0.0,Green,Red,Green,441,Small
VII20232GP 117,VII,2023,2,3.0,G11,7,410 TU 149,2023-02-17,4.63,2022-07-01,2022,RC1,RC1,7,3.64,3.74,0.1,5,5,0,130,0.0,Red,Red,Green,441,Medium
VII20232RGM 01-18349,VII,2023,2,8.0,R34,9,379 TU 130,2023-02-17,4.39,2022-09-01,2022,RC1,RC1,5,2.35,3.52,0.1,5,5,0,0,0.0,Green,Red,Red,441,Medium
VII20232GMP 310,VII,2023,2,20.0,GMP 3,10,357 TU 101,2023-02-17,2.01,2022-10-01,2022,RC1,RC1,4,0.0,2.19,0.0,5,0,0,0,0.0,Green,Red,Green,441,Small
V20232GMP 310,V,2023,2,30.0,GMP 3,10,115 BS 24,2023-02-17,9.48,2022-10-01,2022,RC1,RC1,4,0.93,0.42,0.0,5,0,0,90,0.0,Green,Green,Green,286,Big
VII20232GMP 39,VII,2023,2,4.0,GMP 3,9,419 TU 142,2023-02-17,6.9,2022-09-01,2022,RC1,RC1,5,0.0,0.89,0.0,5,0,0,0,0.0,Green,Green,Green,441,Medium
VII20232GMP 79,VII,2023,2,8.0,GMP 7,9,386 TU 139,2023-02-17,3.58,2022-09-01,2022,PC,PC,5,1.27,9.98,0.4,5,5,0,0,0.0,Green,Black,Red,441,Small
VII20232GMP 39,VII,2023,2,8.0,GMP 3,9,383 TU 137,2023-02-17,3.82,2022-09-01,2022,RC1,RC1,5,3.9,2.23,0.5,5,0,0,0,0.0,Red,Green,Red,441,Small
VII20232GMP 79,VII,2023,2,8.0,GMP 7,9,386 TU 137,2023-02-17,4.37,2022-09-01,2022,PC,PC,5,3.95,8.05,0.0,5,5,0,0,0.0,Red,Black,Green,441,Medium
VII20232GMP 39,VII,2023,2,4.0,GMP 3,9,419 TU 146,2023-02-17,6.26,2022-09-01,2022,RC1,RC1,5,0.67,2.3,0.0,5,0,0,0,0.0,Green,Green,Green,441,Medium
II20232GMP 310,II,2023,2,24.0,GMP 3,10,09 BS 37,2023-02-17,5.8,2022-10-01,2022,RC1,RC1,4,2.17,1.44,0.0,5,0,0,0,0.0,Red,Green,Green,249,Medium
III20232GMP 55,III,2023,2,21.0,GMP 5,5,62 TS 26,2023-02-17,4.36,2022-05-01,2022,PC,PC,9,1.55,5.23,0.9,5,5,0,1000,0.0,Green,Red,Green,267,Medium
III20232GMP 79,III,2023,2,22.0,GMP 7,9,43 TS 49,2023-02-17,2.29,2022-09-01,2022,PC,PC,5,2.0,0.38,0.0,5,0,0,1000,0.0,Green,Green,Green,267,Small
III20232RGM 01-18349,III,2023,2,7.0,R34,9,65 TU 09,2023-02-17,5.65,2022-09-01,2022,RC1,RC1,5,1.04,0.11,0.05,5,0,0,1000,0.0,Green,Green,Green,267,Medium
III20232GMP 79,III,2023,2,22.0,GMP 7,9,40 TS 42,2023-02-17,6.35,2022-09-01,2022,PC,PC,5,0.6,0.87,0.0,5,0,0,1000,0.0,Green,Green,Green,267,Medium
III20232GMP 79,III,2023,2,22.0,GMP 7,9,39 TS 46,2023-02-17,8.16,2022-09-01,2022,PC,PC,5,0.0,0.76,0.0,5,0,0,1000,0.0,Green,Green,Green,267,Big
III20232RGM06-65410,III,2023,2,20.0,R54,10,39 TS 27,2023-02-17,9.88,2022-10-01,2022,PC,PC,4,0.0,1.2,0.0,0,0,0,0,0.0,Green,Green,Green,267,Big
III20232RGM 01-168610,III,2023,2,22.0,R86,10,45 TS 45,2023-02-17,5.41,2022-10-01,2022,PC,PC,4,1.68,0.81,0.0,5,0,0,1000,0.0,Green,Green,Green,267,Medium
III20232GMP 55,III,2023,2,8.0,GMP 5,5,76 TU 16,2023-02-17,3.49,2022-05-01,2022,RC1,RC1,9,1.5,5.0,2.4,5,5,0,1000,0.0,Green,Red,Green,267,Small
III20232RGM 02-1085,III,2023,2,7.0,R08,5,63 TU 18,2023-02-17,3.08,2022-05-01,2022,RC1,RC1,9,5.19,7.57,79.0,5,5,10,1000,0.0,Red,Red,Black,267,Small
III20232RGM 00-4779,III,2023,2,7.0,R7,9,72 TU 16,2023-02-17,5.88,2022-09-01,2022,RC2,RC2,5,1.62,0.23,0.0,5,0,0,0,0.0,Green,Green,Green,267,Medium
III20232GMP 55,III,2023,2,8.0,GMP 5,5,78 TU 22,2023-02-17,5.87,2022-05-01,2022,RC1,RC1,9,0.36,4.06,4.35,5,5,0,1000,0.0,Green,Green,Green,267,Medium
III20232RGM 01-168610,III,2023,2,22.0,R86,10,50 TS 45,2023-02-17,6.51,2022-10-01,2022,PC,PC,4,1.69,0.38,0.0,5,0,0,1000,0.0,Green,Green,Green,267,Medium
III20232RGM 02-1085,III,2023,2,7.0,R08,5,68 TU 18,2023-02-17,6.8,2022-05-01,2022,RC1,RC1,9,5.38,9.03,42.5,5,5,10,1000,0.0,Red,Red,Black,267,Medium
III20232RGM 00-4776,III,2023,2,10.0,R7,6,24 TU 22,2023-02-17,7.09,2022-06-01,2022,RC2,RC2,8,11.32,2.43,3.35,5,0,0,1000,0.0,Black,Green,Green,267,Big
III20232GMP 77,III,2023,2,20.0,GMP 7,7,41 TS 26,2023-02-17,4.56,2022-07-01,2022,RC1,RC1,7,2.75,3.66,0.2,5,5,0,1000,0.0,Green,Red,Green,267,Medium
III20232RGM 01-12065,III,2023,2,8.0,R06,5,80 TU 28,2023-02-17,6.04,2022-05-01,2022,RC1,RC1,9,4.53,5.83,8.5,6,0,0,0,0.0,Red,Red,Green,267,Medium
IV20232GP 118,IV,2023,2,25.0,G11,8,159 TU 32,2023-02-17,5.73,2022-08-01,2022,RC1,RC1,6,2.4,1.96,0.0,5,5,4,200,160.0,Green,Green,Green,313,Medium
IV20232GP 117,IV,2023,2,25.0,G11,7,167 TU 36,2023-02-17,6.91,2022-07-01,2022,RC1,RC1,7,1.01,2.41,0.0,5,5,0,140,0.0,Green,Green,Green,313,Medium
I20232RGM 01-168610,I,2023,2,16.0,R86,10,90 BS 08,2023-02-19,5.61,2022-10-01,2022,RC1,RC1,4,5.71,5.36,0.1,5,0,0,0,0.0,Red,Red,Red,222,Medium
I20232GP 116,I,2023,2,5.0,G11,6,80 BU 17,2023-02-19,9.58,2022-06-01,2022,RC1,RC1,8,2.98,20.88,0.15,5,0,0,90,0.0,Green,Black,Green,222,Big
I20232GMP 78,I,2023,2,17.0,GMP 7,8,83 BS 02,2023-02-19,5.1,2022-08-01,2022,RC1,RC1,6,6.69,8.44,18.13,5,2,0,100,0.0,Red,Black,Black,222,Medium
I20232GMP 79,I,2023,2,2.0,GMP 7,9,57 BU 34,2023-02-19,7.56,2022-09-01,2022,RC2,RC2,5,3.52,6.65,0.1,5,0,0,130,0.0,Red,Red,Red,222,Big
I20232GP 116,I,2023,2,5.0,G11,6,80 BU 21,2023-02-19,10.07,2022-06-01,2022,RC1,RC1,8,1.59,13.13,0.5,5,0,0,90,0.0,Green,Black,Green,222,Big
I20232GMP 710,I,2023,2,2.0,GMP 7,10,51 BU 40,2023-02-19,7.07,2022-10-01,2022,RC1,RC1,4,4.05,1.96,0.0,5,0,10,0,0.0,Red,Green,Green,222,Big
I20232GP 116,I,2023,2,5.0,G11,6,85 BU 15,2023-02-19,7.08,2022-06-01,2022,RC1,RC1,8,2.5,9.26,0.1,5,0,0,90,0.0,Green,Black,Green,222,Big
I20232RGM 01-18348,I,2023,2,20.0,R34,8,81 BS 09,2023-02-19,4.58,2022-08-01,2022,RC2,RC2,6,3.26,5.69,0.5,5,0,0,0,0.0,Red,Red,Red,222,Medium
I20232GMP 79,I,2023,2,2.0,GMP 7,9,51 BU 37,2023-02-19,8.18,2022-09-01,2022,RC1,RC1,5,1.44,2.63,0.0,5,0,0,130,0.0,Green,Red,Green,222,Big
VII20232RGM 02-1087,VII,2023,2,9.0,R08,7,392 TU 130,2023-02-19,3.22,2022-07-01,2022,RC1,RC1,7,5.1,8.55,0.0,5,5,0,120,0.0,Red,Black,Green,441,Small
VII20232RGM 01-16867,VII,2023,2,9.0,R86,7,382 TU 127,2023-02-19,1.1,2022-07-01,2022,RC2,RC2,7,0.0,1.81,1.75,5,0,0,0,0.0,Green,Green,Red,441,Small
VII20232RGM 02-1086,VII,2023,2,23.0,R08,6,386 TU 104,2023-02-19,3.1,2022-06-01,2022,PC,PC,8,0.87,2.79,0.0,5,5,0,160,50.0,Green,Green,Green,441,Small
VII20232RGM 01-16867,VII,2023,2,9.0,R86,7,382 TU 128,2023-02-19,2.7,2022-07-01,2022,RC2,RC2,7,1.61,1.27,6.67,5,0,0,0,0.0,Green,Green,Red,441,Small
VII20232RGM 01-16867,VII,2023,2,9.0,R86,7,384 TU 125,2023-02-19,2.16,2022-07-01,2022,RC2,RC2,7,2.56,1.89,0.0,5,0,0,0,0.0,Green,Green,Green,441,Small
VII20232RGM 02-1086,VII,2023,2,23.0,R08,6,388 TU 99,2023-02-19,2.87,2022-06-01,2022,PC,PC,8,2.61,3.49,0.1,5,5,0,160,50.0,Green,Green,Green,441,Small
VII20232RGM 01-16867,VII,2023,2,9.0,R86,7,380 TU 125,2023-02-19,1.0,2022-07-01,2022,RC2,RC2,7,0.0,0.42,0.5,5,0,0,0,0.0,Green,Green,Green,441,Small
VII20232GP 117,VII,2023,2,20.0,G11,7,367 TU 101,2023-02-19,4.49,2022-07-01,2022,PC,PC,7,2.97,2.61,0.2,5,5,0,130,0.0,Green,Green,Green,441,Medium
VII20232RGM 02-1086,VII,2023,2,22.0,R08,6,380 TU 104,2023-02-19,4.27,2022-06-01,2022,PC,PC,8,0.0,3.43,0.1,5,5,0,160,50.0,Green,Green,Green,441,Medium
VII20232GMP 55,VII,2023,2,1.0,GMP 5,5,389 TU 152,2023-02-19,3.37,2022-05-01,2022,PC,PC,9,0.75,1.84,2.4,5,5,0,0,0.0,Green,Green,Green,441,Small
VII20232GP 117,VII,2023,2,20.0,G11,7,365 TU 101,2023-02-19,2.81,2022-07-01,2022,PC,PC,7,0.0,0.98,0.0,5,5,0,130,0.0,Green,Green,Green,441,Small
VII20232RGM 02-1086,VII,2023,2,23.0,R08,6,386 TU 103,2023-02-19,1.72,2022-06-01,2022,PC,PC,8,2.22,6.51,0.25,5,5,0,160,50.0,Green,Red,Green,441,Small
VII20232RGM 02-1086,VII,2023,2,23.0,R08,6,388 TU 103,2023-02-19,2.66,2022-06-01,2022,PC,PC,8,2.74,4.05,0.0,5,5,0,160,50.0,Green,Red,Green,441,Small
