Unique code,Divisi,Tahun,Bulan Pengamatan,Kawasan,Varietas Tebu,Bulan Tanam2,Nama Blok,Tanggal Pengamatan,Luas Tanah,Bulan Tanam,Tahun Tanam,Category Tanam,Category,Umur,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,stem_borer_label,top_borer_label,kutu_perisai_label,Curah hujan (mm),Kategori Luas Tanah
I202210GMP 55,I,2022,10,3.0,GMP 5,5,31 BU 25,2022-10-10,13.96,2022-05-01,2022,PC,PC,5,8.97,6.13,0.45,6,5,10,0,0.0,Black,Red,Red,243,Big
II202210GMP 77,II,2022,10,25.0,GMP 7,7,13 BS 49,2022-10-10,6.12,2022-07-01,2022,PC,PC,3,0.0,0.2,0.0,5,5,0,100,0.0,Green,Green,Green,295,Medium
I202210RGM 02-1087,I,2022,10,22.0,R08,7,42 BS 18,2022-10-10,6.04,2022-07-01,2022,PC,PC,3,0.0,2.16,0.0,6,0,0,0,0.0,Green,Red,Green,243,Medium
III202210RGM 02-1085,III,2022,10,12.0,R08,5,27 TS 10,2022-10-10,6.18,2022-05-01,2022,RC1,RC1,5,2.13,15.4,0.0,5,4,10,90,0.0,Green,Black,Green,306,Medium
III202210RGM 02-1085,III,2022,10,12.0,R08,5,23 TS 10,2022-10-10,7.35,2022-05-01,2022,RC1,RC1,5,4.29,18.86,0.0,5,4,10,90,0.0,Red,Black,Green,306,Big
I202210RGM 02-1087,I,2022,10,22.0,R08,7,40 BS 18,2022-10-10,7.32,2022-07-01,2022,PC,PC,3,0.0,1.55,0.0,6,0,0,0,0.0,Green,Red,Green,243,Big
I202210GMP 55,I,2022,10,3.0,GMP 5,5,31 BU 29,2022-10-10,15.31,2022-05-01,2022,PC,PC,5,9.09,9.59,0.55,6,5,10,0,0.0,Black,Black,Red,243,Big
II202210GMP 55,II,2022,10,12.0,GMP 5,5,12 TU 04,2022-10-10,6.96,2022-05-01,2022,PC,PC,5,4.23,6.82,0.15,5,5,0,101,10.3,Red,Red,Red,295,Medium
V202210RGM 02-1086,V,2022,10,15.0,R08,6,153 BU 07,2022-10-10,6.8,2022-06-01,2022,PC,PC,4,0.0,1.93,0.0,5,5,0,110,11.0,Green,Green,Green,315,Medium
V202210RGM 02-1086,V,2022,10,16.0,R08,6,136 BU 03,2022-10-10,5.1,2022-06-01,2022,RC2,RC2,4,1.69,2.6,0.1,5,5,0,110,11.0,Green,Red,Red,315,Medium
III202210RGM 02-1085,III,2022,10,10.0,R08,5,27 TU 05,2022-10-10,9.55,2022-05-01,2022,RC2,RC2,5,4.55,5.34,0.0,5,4,10,90,0.0,Red,Red,Green,306,Big
III202210RGM 02-1085,III,2022,10,10.0,R08,5,25 TU 05,2022-10-10,10.21,2022-05-01,2022,RC2,RC2,5,1.75,6.96,0.0,5,4,10,90,0.0,Green,Red,Green,306,Big
VI202210GMP 56,VI,2022,10,8.0,GMP 5,6,187 TU 81,2022-10-10,5.92,2022-06-01,2022,RC1,RC1,4,1.01,0.0,0.0,6,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210RGM 01-12066,VI,2022,10,16.0,R06,6,190 TU 53,2022-10-10,3.89,2022-06-01,2022,RC1,RC1,4,1.75,0.0,0.0,7,5,0,0,0.0,Green,Green,Green,285,Small
VI202210RGM 01-12066,VI,2022,10,16.0,R06,6,191 TU 53,2022-10-10,1.51,2022-06-01,2022,RC1,RC1,4,0.0,0.0,0.0,7,5,0,0,0.0,Green,Green,Green,285,Small
VI202210RGM 01-12066,VI,2022,10,16.0,R06,6,187 TU 54,2022-10-10,5.32,2022-06-01,2022,RC1,RC1,4,0.0,0.0,0.0,7,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210GMP 56,VI,2022,10,8.0,GMP 5,6,183 TU 81,2022-10-10,5.22,2022-06-01,2022,RC1,RC1,4,0.0,1.83,0.0,6,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210RGM 02-1085,VI,2022,10,16.0,R08,5,191 TU 65,2022-10-10,8.58,2022-05-01,2022,RC2,RC2,5,4.96,3.63,1.2,7,0,0,0,0.0,Red,Red,Red,285,Big
VI202210GMP 67,VI,2022,10,24.0,GMP 6,7,287 TU 116,2022-10-10,4.07,2022-07-01,2022,RC2,RC2,3,2.27,0.6,0.0,10,5,0,0,0.0,Red,Green,Green,285,Medium
VI202210GMP 67,VI,2022,10,24.0,GMP 6,7,287 TU 115,2022-10-10,6.48,2022-07-01,2022,RC2,RC2,3,0.0,0.35,0.0,10,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210GMP 67,VI,2022,10,24.0,GMP 6,7,291 TU 112,2022-10-10,4.67,2022-07-01,2022,RC2,RC2,3,0.0,0.0,0.0,10,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210GMP 56,VI,2022,10,8.0,GMP 5,6,185 TU 78,2022-10-10,4.74,2022-06-01,2022,RC1,RC1,4,1.89,0.37,0.0,6,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210GMP 67,VI,2022,10,24.0,GMP 6,7,291 TU 115,2022-10-10,3.67,2022-07-01,2022,RC2,RC2,3,0.0,0.14,0.0,10,5,0,0,0.0,Green,Green,Green,285,Small
VI202210GMP 56,VI,2022,10,8.0,GMP 5,6,191 TU 81,2022-10-10,5.08,2022-06-01,2022,RC1,RC1,4,0.0,0.56,0.0,6,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210RGM 02-1085,VI,2022,10,16.0,R08,5,187 TU 65,2022-10-10,9.42,2022-05-01,2022,RC2,RC2,5,0.0,3.51,0.0,7,0,0,0,0.0,Green,Red,Green,285,Big
I202210GMP 55,I,2022,10,19.0,GMP 5,5,95 BS 17,2022-10-11,12.26,2022-05-01,2022,RC1,RC1,5,4.07,5.22,0.17,6,5,10,0,0.0,Red,Red,Red,243,Big
I202210GMP 55,I,2022,10,19.0,GMP 5,5,94 BS 11,2022-10-11,5.08,2022-05-01,2022,RC1,RC1,5,8.22,7.47,0.1,6,5,10,0,0.0,Black,Red,Red,243,Medium
V202210GMP 55,V,2022,10,20.0,GMP 5,5,156 BS 12,2022-10-11,5.65,2022-05-01,2022,PC,PC,5,2.14,2.21,0.0,5,5,0,100,10.0,Green,Green,Green,315,Medium
V202210GMP 56,V,2022,10,8.0,GMP 5,6,106 BU 27,2022-10-11,7.63,2022-06-01,2022,RC1,RC1,4,0.0,0.82,0.0,5,5,0,105,10.3,Green,Green,Green,315,Big
V202210GMP 56,V,2022,10,8.0,GMP 5,6,106 BU 31,2022-10-11,5.66,2022-06-01,2022,RC1,RC1,4,0.0,0.0,0.0,5,5,0,105,10.3,Green,Green,Green,315,Medium
VII202210RGM 02-1087,VII,2022,10,22.0,R08,7,379 TU 98,2022-10-11,3.17,2022-07-01,2022,PC,PC,3,0.0,0.33,0.0,5,5,0,200,0.0,Green,Green,Green,273,Small
VII202210RGM 02-1087,VII,2022,10,21.0,R08,7,384 TU 115,2022-10-11,3.08,2022-07-01,2022,PC,PC,3,0.0,0.9,0.0,5,5,0,200,0.0,Green,Green,Green,273,Small
VII202210RGM 02-1086,VII,2022,10,21.0,R08,6,385 TU 108,2022-10-11,6.7,2022-06-01,2022,PC,PC,4,0.0,0.48,0.0,5,5,0,300,50.0,Green,Green,Green,273,Medium
VII202210RGM 02-1087,VII,2022,10,22.0,R08,7,377 TU 105,2022-10-11,7.06,2022-07-01,2022,PC,PC,3,0.0,0.08,0.0,5,5,0,200,0.0,Green,Green,Green,273,Big
VII202210RGM 02-1087,VII,2022,10,21.0,R08,7,383 TU 115,2022-10-11,3.78,2022-07-01,2022,PC,PC,3,0.0,0.51,0.0,5,5,0,200,0.0,Green,Green,Green,273,Small
VII202210RGM 02-1087,VII,2022,10,22.0,R08,7,379 TU 99,2022-10-11,2.01,2022-07-01,2022,PC,PC,3,0.0,0.0,0.0,5,5,0,200,0.0,Green,Green,Green,273,Small
VII202210RGM 02-1087,VII,2022,10,21.0,R08,7,385 TU 111,2022-10-11,3.36,2022-07-01,2022,PC,PC,3,0.0,1.26,0.0,5,5,0,200,0.0,Green,Green,Green,273,Small
VII202210GMP 56,VII,2022,10,21.0,GMP 5,6,374 TU 116,2022-10-11,1.6,2022-06-01,2022,PC,PC,4,0.0,0.0,0.0,5,5,0,0,0.0,Green,Green,Green,273,Small
VII202210RGM 01-12065,VII,2022,10,7.0,R06,5,363 TU 136,2022-10-11,5.92,2022-05-01,2022,PC,PC,5,1.88,1.35,0.0,6,5,0,0,0.0,Green,Green,Green,273,Medium
VII202210GP 117,VII,2022,10,2.0,G11,7,398 TU 152,2022-10-11,6.12,2022-07-01,2022,RC1,RC1,3,0.0,1.8,0.0,5,5,0,0,0.0,Green,Red,Green,273,Medium
VII202210RGM 01-12065,VII,2022,10,7.0,R06,5,369 TU 139,2022-10-11,4.86,2022-05-01,2022,PC,PC,5,0.0,2.04,0.0,6,5,0,0,0.0,Green,Green,Green,273,Medium
IV202210RGM 02-1086,IV,2022,10,23.0,R08,6,122 TU 18,2022-10-11,6.4,2022-06-01,2022,PC,PC,4,1.5,2.95,0.0,5,5,0,0,0.0,Green,Red,Green,304,Medium
IV202210RGM 02-1086,IV,2022,10,23.0,R08,6,120 TU 17,2022-10-11,2.36,2022-06-01,2022,PC,PC,4,0.0,7.69,0.0,5,5,0,0,0.0,Green,Black,Green,304,Small
IV202210RGM 02-1087,IV,2022,10,24.0,R08,7,143 TU 29,2022-10-11,5.41,2022-07-01,2022,PC,PC,3,0.0,0.16,0.0,6,0,0,0,0.0,Green,Green,Green,304,Medium
IV202210RGM 02-1087,IV,2022,10,24.0,R08,7,143 TU 27,2022-10-11,7.54,2022-07-01,2022,PC,PC,3,0.0,0.08,0.0,6,0,0,0,0.0,Green,Green,Green,304,Big
IV202210RGM 01-12065,IV,2022,10,12.0,R06,5,102 TU 41,2022-10-11,6.13,2022-05-01,2022,RC1,RC1,5,1.39,4.8,0.05,5,0,0,0,0.0,Green,Red,Green,304,Medium
IV202210RGM 01-12065,IV,2022,10,12.0,R06,5,106 TU 41,2022-10-11,5.86,2022-05-01,2022,RC1,RC1,5,2.68,4.11,0.0,5,0,0,0,0.0,Red,Red,Green,304,Medium
IV202210RGM 02-1085,IV,2022,10,29.0,R08,5,140 TU 16,2022-10-11,8.09,2022-05-01,2022,RC2,RC2,5,0.0,9.1,0.0,5,4,0,0,0.0,Green,Black,Green,304,Big
IV202210RGM 02-1085,IV,2022,10,29.0,R08,5,140 TU 13,2022-10-11,6.05,2022-05-01,2022,RC2,RC2,5,1.23,12.17,0.0,5,4,0,0,0.0,Green,Black,Green,304,Medium
I202210RGM 02-1086,I,2022,10,25.0,R08,6,61 BS 23,2022-10-12,8.4,2022-06-01,2022,RC1,RC1,4,2.05,0.5,0.21,6,5,10,0,0.0,Red,Green,Red,243,Big
I202210RGM 02-1086,I,2022,10,25.0,R08,6,63 BS 23,2022-10-12,8.19,2022-06-01,2022,RC1,RC1,4,2.11,1.15,0.0,6,5,10,0,0.0,Red,Green,Green,243,Big
I202210RGM 02-1086,I,2022,10,6.0,R08,6,63 BU 29,2022-10-12,8.56,2022-06-01,2022,PC,PC,4,2.56,3.18,0.0,6,5,10,0,0.0,Red,Red,Green,243,Big
I202210RGM 02-1086,I,2022,10,6.0,R08,6,60 BU 30,2022-10-12,9.28,2022-06-01,2022,PC,PC,4,0.0,3.72,0.0,6,5,10,0,0.0,Green,Red,Green,243,Big
I202210GMP 55,I,2022,10,21.0,GMP 5,5,64 BS 18,2022-10-12,5.08,2022-05-01,2022,RC1,RC1,5,3.9,2.58,0.1,6,5,10,0,0.0,Red,Red,Red,243,Medium
I202210GMP 55,I,2022,10,21.0,GMP 5,5,63 BS 17,2022-10-12,6.68,2022-05-01,2022,RC1,RC1,5,5.96,2.45,0.1,6,5,10,0,0.0,Red,Green,Red,243,Medium
II202210RGM 02-1086,II,2022,10,17.0,R08,6,05 TS 13,2022-10-12,3.82,2022-06-01,2022,RC1,RC1,4,0.0,2.99,0.0,5,5,0,90,9.0,Green,Red,Green,295,Small
II202210RGM 02-1086,II,2022,10,17.0,R08,6,05 BS 17,2022-10-12,9.83,2022-06-01,2022,RC1,RC1,4,0.7,3.38,0.0,5,5,0,90,9.0,Green,Red,Green,295,Big
II202210RGM 02-1086,II,2022,10,22.0,R08,6,29 BS 33,2022-10-12,5.69,2022-06-01,2022,PC,PC,4,0.0,3.82,0.0,5,5,0,90,9.0,Green,Red,Green,295,Medium
II202210RGM 02-1086,II,2022,10,22.0,R08,6,29 BS 36,2022-10-12,5.85,2022-06-01,2022,PC,PC,4,0.0,4.02,0.0,5,5,0,90,9.0,Green,Red,Green,295,Medium
II202210RGM 02-1086,II,2022,10,16.0,R08,6,20 BS 12,2022-10-12,8.0,2022-06-01,2022,RC2,RC2,4,0.81,0.99,0.0,5,5,0,90,9.0,Green,Green,Green,295,Big
V202210GMP 55,V,2022,10,16.0,GMP 5,5,144 BU 09,2022-10-12,8.71,2022-05-01,2022,RC2,RC2,5,1.37,3.02,0.0,5,5,0,100,10.0,Green,Red,Green,315,Big
V202210RGM 02-1086,V,2022,10,16.0,R08,6,148 BU 07,2022-10-12,7.19,2022-06-01,2022,PC,PC,4,0.0,2.61,0.0,5,5,0,110,11.0,Green,Red,Green,315,Big
V202210GMP 55,V,2022,10,10.0,GMP 5,5,144 BU 13,2022-10-12,6.29,2022-05-01,2022,RC2,RC2,5,2.65,6.96,0.05,5,5,0,100,10.0,Red,Red,Green,315,Medium
III202210GP 117,III,2022,10,19.0,G11,7,33 TS 42,2022-10-12,12.23,2022-07-01,2022,RC1,RC1,3,1.0,2.66,0.0,5,4,10,1000,0.0,Green,Red,Green,306,Big
III202210GP 117,III,2022,10,15.0,G11,7,48 TU 02,2022-10-12,3.74,2022-07-01,2022,PC,PC,3,2.5,0.15,0.0,5,4,10,1000,0.0,Red,Green,Green,306,Small
III202210RGM 02-1087,III,2022,10,15.0,R08,7,50 TU 07,2022-10-12,3.09,2022-07-01,2022,PC,PC,3,2.63,0.76,0.0,6,5,0,0,0.0,Red,Green,Green,306,Small
III202210RGM 02-1087,III,2022,10,15.0,R08,7,51 TU 08,2022-10-12,4.21,2022-07-01,2022,PC,PC,3,0.0,0.45,0.0,6,5,0,0,0.0,Green,Green,Green,306,Medium
III202210GMP 55,III,2022,10,21.0,GMP 5,5,50 TS 22,2022-10-12,4.43,2022-05-01,2022,PC,PC,5,0.0,2.49,0.0,5,4,10,1000,0.0,Green,Green,Green,306,Medium
III202210GMP 55,III,2022,10,21.0,GMP 5,5,55 TS 22,2022-10-12,7.17,2022-05-01,2022,PC,PC,5,0.0,7.67,0.0,5,4,10,1000,0.0,Green,Black,Green,306,Big
III202210GMP 55,III,2022,10,21.0,GMP 5,5,51 TS 22,2022-10-12,3.95,2022-05-01,2022,PC,PC,5,3.08,4.27,0.0,5,4,10,1000,0.0,Red,Red,Green,306,Small
VI202210GP 117,VI,2022,10,20.0,G11,7,175 TU 46,2022-10-12,2.97,2022-07-01,2022,RC1,RC1,3,0.0,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,285,Small
VI202210GP 117,VI,2022,10,20.0,G11,7,178 TU 42,2022-10-12,3.65,2022-07-01,2022,RC1,RC1,3,0.0,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,285,Small
VI202210GP 117,VI,2022,10,20.0,G11,7,179 TU 42,2022-10-12,3.49,2022-07-01,2022,RC1,RC1,3,0.0,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,285,Small
VI202210GP 117,VI,2022,10,20.0,G11,7,174 TU 46,2022-10-12,4.58,2022-07-01,2022,RC1,RC1,3,0.0,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,285,Medium
VI202210GP 117,VI,2022,10,20.0,G11,7,175 TU 42,2022-10-12,5.25,2022-07-01,2022,RC1,RC1,3,0.0,0.46,0.0,7,0,0,0,0.0,Green,Green,Green,285,Medium
VI202210GMP 56,VI,2022,10,21.0,GMP 5,6,183 TU 43,2022-10-12,3.48,2022-06-01,2022,PC,PC,4,0.0,0.0,0.0,6,5,0,0,0.0,Green,Green,Green,285,Small
VI202210GMP 56,VI,2022,10,21.0,GMP 5,6,185 TU 43,2022-10-12,3.49,2022-06-01,2022,PC,PC,4,0.0,0.0,0.0,6,5,0,0,0.0,Green,Green,Green,285,Small
VI202210GP 117,VI,2022,10,20.0,G11,7,175 TU 48,2022-10-12,2.93,2022-07-01,2022,RC1,RC1,3,0.0,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,285,Small
VI202210RGM 01-12065,VI,2022,10,8.0,R06,5,189 TU 76,2022-10-12,6.75,2022-05-01,2022,PC,PC,5,1.74,1.93,0.0,7,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210GMP 56,VI,2022,10,21.0,GMP 5,6,189 TU 41,2022-10-12,3.52,2022-06-01,2022,PC,PC,4,0.0,0.0,0.0,6,5,0,0,0.0,Green,Green,Green,285,Small
VI202210GMP 56,VI,2022,10,21.0,GMP 5,6,187 TU 43,2022-10-12,3.49,2022-06-01,2022,PC,PC,4,3.7,0.36,0.0,6,5,0,0,0.0,Red,Green,Green,285,Small
IV202210GMP 76,IV,2022,10,25.0,GMP 7,6,150 TU 36,2022-10-13,4.0,2022-06-01,2022,RC2,RC2,4,3.03,2.28,0.0,5,5,0,0,0.0,Red,Red,Green,304,Medium
IV202210GMP 76,IV,2022,10,25.0,GMP 7,6,150 TU 32,2022-10-13,3.73,2022-06-01,2022,RC2,RC2,4,0.0,2.49,0.0,5,5,0,0,0.0,Green,Red,Green,304,Small
IV202210GP 116,IV,2022,10,17.0,G11,6,148 TU 42,2022-10-13,2.81,2022-06-01,2022,RC2,RC2,4,2.5,1.83,0.0,5,0,0,0,0.0,Red,Green,Green,304,Small
I202210RGM 02-1085,I,2022,10,15.0,R08,5,47 BU 02,2022-10-13,5.11,2022-05-01,2022,RC2,RC2,5,2.7,1.77,0.5,6,5,10,0,0.0,Red,Green,Red,243,Medium
I202210GMP 55,I,2022,10,18.0,GMP 5,5,45 BS 06,2022-10-13,6.6,2022-05-01,2022,PC,PC,5,5.33,5.79,0.04,6,5,10,0,0.0,Red,Red,Green,243,Medium
II202210GMP 77,II,2022,10,25.0,GMP 7,7,12 BS 54,2022-10-13,6.94,2022-07-01,2022,PC,PC,3,0.0,0.65,0.0,5,5,0,100,0.0,Green,Green,Green,295,Medium
I202210RGM 02-1085,I,2022,10,24.0,R08,5,80 BS 25,2022-10-13,9.13,2022-05-01,2022,RC1,RC1,5,2.47,7.01,0.3,6,5,10,0,0.0,Green,Red,Red,243,Big
II202210RGM 02-1087,II,2022,10,25.0,R08,7,13 BS 44,2022-10-13,5.09,2022-07-01,2022,PC,PC,3,0.0,0.43,0.0,5,5,0,100,200.0,Green,Green,Green,295,Medium
I202210RGM 02-1085,I,2022,10,24.0,R08,5,80 BS 27,2022-10-13,10.23,2022-05-01,2022,RC1,RC1,5,3.05,4.92,0.5,6,5,10,0,0.0,Red,Red,Red,243,Big
V202210RGM 02-1085,V,2022,10,7.0,R08,5,114 BU 23,2022-10-13,8.03,2022-05-01,2022,RC2,RC2,5,2.05,4.48,1.15,6,0,0,101,0.0,Green,Red,Red,315,Big
II202210RGM 02-1087,II,2022,10,25.0,R08,7,11 BS 45,2022-10-13,3.97,2022-07-01,2022,PC,PC,3,0.0,0.0,0.0,5,5,0,100,200.0,Green,Green,Green,295,Small
V202210RGM 02-1085,V,2022,10,7.0,R08,5,114 BU 21,2022-10-13,6.22,2022-05-01,2022,RC2,RC2,5,0.0,0.55,0.45,6,0,0,101,0.0,Green,Green,Red,315,Medium
V202210RGM 02-1085,V,2022,10,7.0,R08,5,113 BU 27,2022-10-13,4.02,2022-05-01,2022,RC2,RC2,5,0.0,1.66,0.8,6,0,0,101,0.0,Green,Green,Red,315,Medium
V202210GMP 77,V,2022,10,5.0,GMP 7,7,104 BU 49,2022-10-13,4.7,2022-07-01,2022,RC2,RC2,3,0.0,0.54,0.0,5,5,0,0,10.0,Green,Green,Green,315,Medium
V202210GMP 77,V,2022,10,5.0,GMP 7,7,105 BU 49,2022-10-13,4.6,2022-07-01,2022,RC2,RC2,3,0.0,0.0,0.0,5,5,0,0,10.0,Green,Green,Green,315,Medium
V202210GMP 55,V,2022,10,7.0,GMP 5,5,119 BU 23,2022-10-13,8.24,2022-05-01,2022,RC2,RC2,5,5.04,3.22,0.0,5,5,0,100,10.0,Red,Red,Green,315,Big
V202210GMP 55,V,2022,10,7.0,GMP 5,5,119 BU 25,2022-10-13,3.06,2022-05-01,2022,RC2,RC2,5,0.0,2.14,0.0,5,5,0,100,10.0,Green,Green,Green,315,Small
VII202210GP 117,VII,2022,10,3.0,G11,7,410 TU 149,2022-10-13,4.63,2022-07-01,2022,RC1,RC1,3,0.0,0.14,0.0,5,5,0,0,0.0,Green,Green,Green,273,Medium
VII202210GP 117,VII,2022,10,3.0,G11,7,406 TU 149,2022-10-13,4.91,2022-07-01,2022,RC1,RC1,3,0.0,2.93,0.0,5,5,0,0,0.0,Green,Red,Green,273,Medium
VII202210RGM 00-6127,VII,2022,10,16.0,R2,7,339 TU 126,2022-10-13,6.36,2022-07-01,2022,RC2,RC2,3,0.0,0.46,0.0,5,0,0,0,50.0,Green,Green,Green,273,Medium
VII202210RGM 02-1086,VII,2022,10,7.0,R08,6,367 TU 127,2022-10-13,4.06,2022-06-01,2022,RC1,RC1,4,0.0,3.33,0.0,5,5,0,300,50.0,Green,Red,Green,273,Medium
VII202210GP 117,VII,2022,10,3.0,G11,7,405 TU 149,2022-10-13,4.0,2022-07-01,2022,RC1,RC1,3,0.0,1.52,0.0,5,5,0,0,0.0,Green,Red,Green,273,Medium
VII202210RGM 02-1086,VII,2022,10,7.0,R08,6,362 TU 128,2022-10-13,3.44,2022-06-01,2022,RC1,RC1,4,0.0,1.34,0.0,5,5,0,300,50.0,Green,Green,Green,273,Small
VII202210RGM 02-1085,VII,2022,10,16.0,R08,5,345 TU 118,2022-10-13,6.73,2022-05-01,2022,RC2,RC2,5,4.17,4.34,0.0,5,0,0,170,50.0,Red,Red,Green,273,Medium
IV202210GP 116,IV,2022,10,10.0,G11,6,166 TU 52,2022-10-13,2.49,2022-06-01,2022,PC,PC,4,0.0,0.0,0.0,5,0,0,0,0.0,Green,Green,Green,304,Small
IV202210RGM 02-1086,IV,2022,10,11.0,R08,6,171 TU 53,2022-10-13,3.49,2022-06-01,2022,RC2,RC2,4,0.0,1.78,0.0,5,5,0,0,0.0,Green,Green,Green,304,Small
IV202210RGM 00-6125,IV,2022,10,16.0,R2,5,141 TU 40,2022-10-13,7.32,2022-05-01,2022,RC1,RC1,5,2.61,1.8,0.0,6,5,0,0,0.0,Red,Green,Green,304,Big
VI202210RGM 01-12066,VI,2022,10,3.0,R06,6,205 TU 83,2022-10-14,5.27,2022-06-01,2022,RC1,RC1,4,1.61,1.93,0.0,7,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210RGM 02-1087,VI,2022,10,19.0,R08,7,237 TU 58,2022-10-14,3.95,2022-07-01,2022,PC,PC,3,0.0,0.0,0.0,8,5,0,0,0.0,Green,Green,Green,285,Small
VI202210RGM 01-12066,VI,2022,10,3.0,R06,6,206 TU 88,2022-10-14,3.88,2022-06-01,2022,RC1,RC1,4,1.59,2.06,0.0,7,5,0,0,0.0,Green,Red,Green,285,Small
VI202210RGM 02-1087,VI,2022,10,19.0,R08,7,233 TU 61,2022-10-14,4.01,2022-07-01,2022,PC,PC,3,0.0,0.0,0.0,8,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210RGM 01-12066,VI,2022,10,3.0,R06,6,206 TU 83,2022-10-14,5.61,2022-06-01,2022,RC1,RC1,4,0.0,0.71,0.0,7,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210RGM 02-1087,VI,2022,10,19.0,R08,7,230 TU 61,2022-10-14,4.83,2022-07-01,2022,PC,PC,3,0.0,0.63,0.0,8,5,0,0,0.0,Green,Green,Green,285,Medium
VI202210RGM 01-12066,VI,2022,10,3.0,R06,6,210 TU 84,2022-10-14,2.62,2022-06-01,2022,RC1,RC1,4,0.0,0.37,0.0,7,5,0,0,0.0,Green,Green,Green,285,Small
VI202210GP 117,VI,2022,10,19.0,G11,7,238 TU 62,2022-10-14,2.7,2022-07-01,2022,PC,PC,3,0.0,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,285,Small
VI202210GP 117,VI,2022,10,19.0,G11,7,237 TU 63,2022-10-14,2.87,2022-07-01,2022,PC,PC,3,0.0,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,285,Small
VI202210GP 117,VI,2022,10,19.0,G11,7,245 TU 62,2022-10-14,3.09,2022-07-01,2022,PC,PC,3,0.0,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,285,Small
VI202210RGM 02-1087,VI,2022,10,19.0,R08,7,235 TU 61,2022-10-14,4.13,2022-07-01,2022,PC,PC,3,0.0,0.91,0.0,8,5,0,0,0.0,Green,Green,Green,285,Medium
VII202210RGM 00-6127,VII,2022,10,16.0,R2,7,337 TU 126,2022-10-14,3.97,2022-07-01,2022,RC2,RC2,3,0.0,0.0,0.0,5,0,0,0,50.0,Green,Green,Green,273,Small
VII202210RGM 02-1086,VII,2022,10,7.0,R08,6,369 TU 129,2022-10-14,2.67,2022-06-01,2022,RC1,RC1,4,2.63,5.87,0.0,5,5,0,300,50.0,Red,Red,Green,273,Small
VII202210GMP 56,VII,2022,10,7.0,GMP 5,6,367 TU 134,2022-10-14,4.57,2022-06-01,2022,RC1,RC1,4,1.72,0.95,0.0,5,5,0,0,0.0,Green,Green,Green,273,Medium
VII202210RGM 02-1086,VII,2022,10,7.0,R08,6,371 TU 129,2022-10-14,3.26,2022-06-01,2022,RC1,RC1,4,1.72,5.07,0.0,5,5,0,300,50.0,Green,Red,Green,273,Small
VII202210RGM 02-1086,VII,2022,10,7.0,R08,6,366 TU 127,2022-10-14,4.7,2022-06-01,2022,RC1,RC1,4,1.59,0.9,0.0,5,5,0,300,50.0,Green,Green,Green,273,Medium
VII202210GMP 56,VII,2022,10,7.0,GMP 5,6,365 TU 134,2022-10-14,3.4,2022-06-01,2022,RC1,RC1,4,3.85,1.54,0.0,5,5,0,0,0.0,Red,Green,Green,273,Small
III202210RGM 02-1086,III,2022,10,17.0,R08,6,74 TS 11,2022-10-14,5.65,2022-06-01,2022,PC,PC,4,0.0,1.07,0.0,5,5,10,1000,0.0,Green,Green,Green,306,Medium
III202210RGM 02-1086,III,2022,10,17.0,R08,6,76 TS 09,2022-10-14,6.98,2022-06-01,2022,PC,PC,4,0.74,0.86,0.0,5,5,10,1000,0.0,Green,Green,Green,306,Medium
III202210RGM 02-1086,III,2022,10,17.0,R08,6,74 TS 14,2022-10-14,4.29,2022-06-01,2022,PC,PC,4,0.0,0.46,0.0,5,5,10,1000,0.0,Green,Green,Green,306,Medium
III202210RGM 00-6126,III,2022,10,12.0,R2,6,26 TS 21,2022-10-14,6.17,2022-06-01,2022,RC1,RC1,4,0.0,2.27,0.0,7,5,10,1000,0.0,Green,Red,Green,306,Medium
I202210RGM 02-1086,I,2022,10,4.0,R08,6,89 BU 28,2022-10-14,3.02,2022-06-01,2022,RC2,RC2,4,0.0,1.38,0.5,6,5,10,0,0.0,Green,Green,Red,243,Small
I202210GMP 76,I,2022,10,4.0,GMP 7,6,88 BU 44,2022-10-14,2.56,2022-06-01,2022,PC,PC,4,1.89,0.0,0.0,7,0,0,0,0.0,Green,Green,Green,243,Small
I202210GMP 76,I,2022,10,4.0,GMP 7,6,89 BU 43,2022-10-14,5.28,2022-06-01,2022,PC,PC,4,0.0,0.48,0.0,7,0,0,0,0.0,Green,Green,Green,243,Medium
