Divisi,Varietas Tebu,Kawasan,Nama Blok,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Umur,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm),is_imputed,stem_borer_label,top_borer_label,kutu_perisai_label,Kategori Luas Tanah
II,R86,10.0,04 BU 11,2023-05-02,7.63,2022-09-01,PC,8,7.04,5.87,0.1,5,5,0,120,0.0,79,0,Sedang,Sedang,Rendah,Big
II,R86,10.0,04 BU 11,2023-06-02,7.63,2022-09-01,PC,9,5.31,6.42,1.55,5,5,0,80,0.0,110,0,Sedang,Sedang,Rendah,Big
II,R86,10.0,04 BU 11,2023-07-02,7.63,2022-09-01,PC,10,3.85,7.13,35.85,0,0,0,103,0.0,61,0,Rendah,Sedang,Sedang,Big
II,R86,10.0,04 BU 11,2023-08-02,7.63,2022-09-01,PC,11,8.5,8.26,76.95,0,0,0,0,0.0,11,0,Sedang,Sedang,Tinggi,Big
II,R08,17.0,05 BS 17,2022-09-12,9.83,2022-06-01,RC1,3,0.89,1.73,0.0,5,5,0,100,11.0,53,0,Rendah,Sedang,Rendah,Big
II,R08,17.0,05 BS 17,2022-10-12,9.83,2022-06-01,RC1,4,0.7,3.38,0.0,5,5,0,90,9.0,295,0,Rendah,Sedang,Rendah,Big
II,R08,17.0,05 BS 17,2022-11-12,9.83,2022-06-01,RC1,5,3.11,5.46,0.04,5,5,0,100,10.1,194,0,Sedang,Sedang,Rendah,Big
II,R08,17.0,05 BS 17,2022-12-12,9.83,2022-06-01,RC1,6,2.35,4.7,0.04,5,5,0,0,10.3,163,0,Rendah,Sedang,Rendah,Big
II,R08,17.0,05 BS 17,2023-01-12,9.83,2022-06-01,RC1,7,1.98,8.58,11.54,5,5,0,101,0.0,140,0,Rendah,Tinggi,Tinggi,Big
II,R08,17.0,05 BS 17,2023-02-12,9.83,2022-06-01,RC1,8,3.41,4.65,99.88,5,5,0,90,0.0,249,0,Rendah,Sedang,Tinggi,Big
II,R08,17.0,05 BS 17,2023-03-12,9.83,2022-06-01,RC1,9,4.17,5.84,164.13,5,5,0,101,0.0,391,0,Rendah,Sedang,Tinggi,Big
II,R08,17.0,05 BS 17,2023-04-12,9.83,2022-06-01,RC1,10,7.03,18.81,200.0,6,5,0,90,0.0,175,0,Sedang,Tinggi,Tinggi,Big
II,R08,17.0,05 BS 17,2023-05-12,9.83,,RC1,11,3.55,12.92,142.8,7,0,0,106,0.0,53,1,Rendah,Tinggi,Tinggi,Big
II,R08,17.0,05 TS 13,2022-09-12,3.82,2022-06-01,RC1,3,0.0,0.91,0.0,5,5,0,100,11.0,53,0,Rendah,Rendah,Rendah,Small
II,R08,17.0,05 TS 13,2022-10-12,3.82,2022-06-01,RC1,4,0.0,2.99,0.0,5,5,0,90,9.0,295,0,Rendah,Sedang,Rendah,Small
II,R08,17.0,05 TS 13,2022-11-12,3.82,2022-06-01,RC1,5,0.0,4.94,0.1,5,5,0,100,10.1,194,0,Rendah,Sedang,Sedang,Small
II,R08,17.0,05 TS 13,2022-12-12,3.82,2022-06-01,RC1,6,6.06,3.92,0.2,5,5,0,0,10.3,163,0,Sedang,Sedang,Rendah,Small
II,R08,17.0,05 TS 13,2023-01-12,3.82,2022-06-01,RC1,7,2.68,9.23,1.0,5,5,0,101,0.0,140,0,Rendah,Tinggi,Sedang,Small
II,R08,17.0,05 TS 13,2023-02-12,3.82,2022-06-01,RC1,8,4.39,8.86,77.5,5,5,0,90,0.0,249,0,Sedang,Sedang,Tinggi,Small
II,R08,17.0,05 TS 13,2023-03-12,3.82,2022-06-01,RC1,9,5.11,6.57,150.2,5,5,0,101,0.0,391,0,Sedang,Sedang,Tinggi,Small
II,R08,17.0,05 TS 13,2023-04-12,3.82,2022-06-01,RC1,10,6.08,19.12,200.0,6,5,0,90,0.0,175,0,Sedang,Tinggi,Tinggi,Small
II,R08,17.0,05 TS 13,2023-05-12,3.82,,RC1,11,3.55,12.92,142.8,7,0,0,106,0.0,53,1,Rendah,Tinggi,Tinggi,Small
II,R08,17.0,05 TS 15,2022-09-15,6.47,2022-06-01,RC1,3,2.0,0.26,0.0,5,5,0,100,11.0,53,0,Sedang,Rendah,Rendah,Medium
II,R08,17.0,05 TS 15,2022-10-15,6.47,2022-06-01,RC1,4,0.76,0.68,0.15,5,5,0,90,9.0,295,0,Rendah,Rendah,Sedang,Medium
II,R08,17.0,05 TS 15,2022-11-15,6.47,2022-06-01,RC1,5,2.0,5.98,0.35,5,5,0,100,10.1,194,0,Rendah,Sedang,Sedang,Medium
II,R08,17.0,05 TS 15,2022-12-15,6.47,2022-06-01,RC1,6,2.27,11.34,0.15,5,5,0,0,10.3,163,0,Rendah,Tinggi,Rendah,Medium
II,R08,17.0,05 TS 15,2023-01-15,6.47,2022-06-01,RC1,7,10.05,16.52,4.95,5,5,0,101,0.0,140,0,Tinggi,Tinggi,Sedang,Medium
II,R08,17.0,05 TS 15,2023-02-15,6.47,2022-06-01,RC1,8,6.81,14.27,96.8,5,5,0,90,0.0,249,0,Sedang,Tinggi,Tinggi,Medium
II,R08,17.0,05 TS 15,2023-03-15,6.47,2022-06-01,RC1,9,7.04,18.24,142.25,5,5,0,101,0.0,391,0,Sedang,Tinggi,Tinggi,Medium
II,R08,17.0,05 TS 15,2023-04-15,6.47,2022-06-01,RC1,10,9.8,19.7,190.0,6,5,0,90,0.0,175,0,Sedang,Tinggi,Tinggi,Medium
II,R08,17.0,05 TS 15,2023-05-15,6.47,,RC1,11,3.55,12.92,142.8,7,0,0,106,0.0,53,1,Rendah,Tinggi,Tinggi,Medium
II,GMP 7,21.0,05 TS 28,2022-11-12,10.18,2022-08-01,PC,3,0.0,0.85,0.0,5,0,0,100,0.0,194,0,Rendah,Rendah,Rendah,Big
II,GMP 7,21.0,05 TS 28,2022-12-12,10.18,2022-08-01,PC,4,2.6,0.2,0.0,5,0,0,700,10.3,163,0,Sedang,Rendah,Rendah,Big
II,GMP 7,21.0,05 TS 28,2023-01-12,10.18,2022-08-01,PC,5,1.49,5.89,0.04,5,0,0,0,0.0,140,0,Rendah,Sedang,Rendah,Big
II,GMP 7,21.0,05 TS 28,2023-02-12,10.18,2022-08-01,PC,6,4.96,5.32,0.08,5,0,0,105,0.0,249,0,Sedang,Sedang,Rendah,Big
II,GMP 7,21.0,05 TS 28,2023-03-12,10.18,2022-08-01,PC,7,1.16,12.17,0.42,5,5,0,0,0.0,391,0,Rendah,Tinggi,Rendah,Big
II,GMP 7,21.0,05 TS 28,2023-04-12,10.18,2022-08-01,PC,8,2.57,6.69,1.79,6,0,0,102,0.0,175,0,Rendah,Sedang,Rendah,Big
II,GMP 7,21.0,05 TS 28,2023-05-12,10.18,2022-08-01,PC,9,7.35,11.07,1.42,5,0,0,105,0.0,79,0,Sedang,Tinggi,Rendah,Big
II,GMP 7,21.0,05 TS 28,2023-06-12,10.18,2022-08-01,PC,10,8.72,11.22,25.96,6,0,10,102,0.0,110,0,Sedang,Tinggi,Sedang,Big
II,GMP 7,21.0,05 TS 28,2023-07-12,10.18,2022-08-01,PC,11,6.67,11.67,123.75,0,0,0,106,14.0,61,0,Sedang,Tinggi,Tinggi,Big
II,R08,11.0,05 TU 12,2022-08-24,4.95,2022-05-01,RC1,3,4.0,0.49,0.0,5,5,0,103,0.0,120,0,Sedang,Rendah,Rendah,Medium
II,R08,11.0,05 TU 12,2022-09-24,4.95,2022-05-01,RC1,4,6.35,3.34,0.0,5,4,0,100,10.0,53,0,Sedang,Sedang,Rendah,Medium
II,R08,11.0,05 TU 12,2022-10-24,4.95,2022-05-01,RC1,5,2.44,11.81,0.0,5,5,0,90,9.0,295,0,Rendah,Tinggi,Rendah,Medium
II,R08,11.0,05 TU 12,2022-11-24,4.95,2022-05-01,RC1,6,3.3,11.21,3.6,5,5,0,100,10.0,194,0,Sedang,Tinggi,Sedang,Medium
II,R08,11.0,05 TU 12,2022-12-24,4.95,2022-05-01,RC1,7,3.74,11.87,3.2,5,5,0,90,9.0,163,0,Sedang,Tinggi,Sedang,Medium
II,R08,11.0,05 TU 12,2023-01-24,4.95,2022-05-01,RC1,8,7.26,18.18,126.3,5,5,0,102,0.0,140,0,Sedang,Tinggi,Tinggi,Medium
II,R08,11.0,05 TU 12,2023-02-24,4.95,2022-05-01,RC1,9,4.41,6.22,172.2,5,5,0,80,0.0,249,0,Rendah,Sedang,Tinggi,Medium
II,R08,11.0,05 TU 12,2023-03-24,4.95,2022-05-01,RC1,10,2.61,11.42,100.0,0,0,0,0,0.0,391,0,Rendah,Tinggi,Tinggi,Medium
II,R08,11.0,05 TU 12,2023-04-24,4.95,,RC1,11,2.61,11.42,100.0,0,0,0,0,0.0,120,1,Rendah,Tinggi,Tinggi,Medium
II,R69,7.0,05 TU 23,2022-12-23,7.95,2022-09-01,PC,3,0.0,1.2,0.0,5,0,0,0,0.0,163,0,Rendah,Rendah,Rendah,Big
II,R69,7.0,05 TU 23,2023-01-23,7.95,2022-09-01,PC,4,3.05,1.89,0.0,5,0,0,0,0.0,140,0,Sedang,Rendah,Rendah,Big
II,R69,7.0,05 TU 23,2023-02-23,7.95,2022-09-01,PC,5,2.0,4.34,0.0,5,0,0,0,0.0,249,0,Rendah,Sedang,Rendah,Big
II,R69,7.0,05 TU 23,2023-03-23,7.95,2022-09-01,PC,6,2.37,7.96,0.05,5,0,0,100,0.0,391,0,Rendah,Sedang,Rendah,Big
II,R69,7.0,05 TU 23,2023-04-23,7.95,2022-09-01,PC,7,5.96,11.07,0.45,5,5,0,102,0.0,175,0,Sedang,Tinggi,Rendah,Big
II,R69,7.0,05 TU 23,2023-05-23,7.95,2022-09-01,PC,8,5.26,11.81,1.1,5,5,0,103,0.0,79,0,Sedang,Tinggi,Rendah,Big
II,R69,7.0,05 TU 23,2023-06-23,7.95,2022-09-01,PC,9,6.3,10.48,4.35,6,0,0,90,0.0,110,0,Sedang,Tinggi,Rendah,Big
II,R69,7.0,05 TU 23,2023-07-23,7.95,2022-09-01,PC,10,6.16,12.51,82.75,6,0,0,110,0.0,61,0,Sedang,Tinggi,Tinggi,Big
II,R69,7.0,05 TU 23,2023-08-23,7.95,,PC,11,3.32,4.12,59.05,7,0,0,106,0.0,163,1,Rendah,Rendah,Tinggi,Big
II,R69,3.0,05 TU 37,2022-11-23,4.6,,RC2,3,1.08,0.22,0.0,5,0,0,100,0.0,194,1,Rendah,Rendah,Rendah,Medium
II,R69,3.0,05 TU 37,2022-12-23,4.6,2022-07-01,RC2,4,0.0,0.88,0.0,5,0,0,90,10.3,194,0,Rendah,Rendah,Rendah,Medium
II,R69,3.0,05 TU 37,2023-01-23,4.6,2022-07-01,RC2,5,0.0,0.28,0.0,5,5,0,90,10.3,163,0,Rendah,Rendah,Rendah,Medium
II,R69,3.0,05 TU 37,2023-02-23,4.6,2022-07-01,RC2,6,0.0,0.94,0.2,5,5,0,101,0.0,140,0,Rendah,Rendah,Rendah,Medium
II,R69,3.0,05 TU 37,2023-03-23,4.6,2022-07-01,RC2,7,2.25,2.16,1.0,5,0,0,100,0.0,249,0,Rendah,Rendah,Sedang,Medium
II,R69,3.0,05 TU 37,2023-04-23,4.6,2022-07-01,RC2,8,0.88,3.17,0.1,5,5,0,100,0.0,391,0,Rendah,Rendah,Rendah,Medium
II,R69,3.0,05 TU 37,2023-05-23,4.6,2022-07-01,RC2,9,0.84,8.68,0.8,6,5,0,100,0.0,175,0,Rendah,Sedang,Rendah,Medium
II,R69,3.0,05 TU 37,2023-06-23,4.6,2022-07-01,RC2,10,5.71,18.3,22.1,6,0,0,100,0.0,79,0,Sedang,Tinggi,Sedang,Medium
II,R69,3.0,05 TU 37,2023-07-23,4.6,,RC2,11,11.36,8.74,9.4,0,0,0,106,14.0,194,1,Tinggi,Sedang,Rendah,Medium
II,GMP 7,10.0,06 BU 01,2022-09-07,3.38,2022-06-01,RC1,3,0.0,0.16,0.0,5,5,0,90,10.0,53,0,Rendah,Rendah,Rendah,Small
II,GMP 7,10.0,06 BU 01,2022-10-07,3.38,2022-06-01,RC1,4,1.61,0.0,0.2,5,3,0,90,9.0,295,0,Rendah,Rendah,Sedang,Small
II,GMP 7,10.0,06 BU 01,2022-11-07,3.38,2022-06-01,RC1,5,1.37,1.8,0.0,5,5,0,100,10.3,194,0,Rendah,Rendah,Rendah,Small
II,GMP 7,10.0,06 BU 01,2022-12-07,3.38,2022-06-01,RC1,6,7.37,6.02,0.0,6,5,0,100,10.1,163,0,Sedang,Sedang,Rendah,Small
II,GMP 7,10.0,06 BU 01,2023-01-07,3.38,2022-06-01,RC1,7,1.79,0.73,0.5,5,6,0,0,0.0,140,0,Rendah,Rendah,Rendah,Small
II,GMP 7,10.0,06 BU 01,2023-02-07,3.38,2022-06-01,RC1,8,3.51,1.86,14.4,5,5,0,101,0.0,249,0,Rendah,Rendah,Sedang,Small
II,GMP 7,10.0,06 BU 01,2023-03-07,3.38,2022-06-01,RC1,9,0.68,2.43,27.3,5,5,0,110,0.0,391,0,Rendah,Rendah,Tinggi,Small
II,GMP 7,10.0,06 BU 01,2023-04-07,3.38,2022-06-01,RC1,10,5.52,3.9,62.2,7,0,0,0,0.0,175,0,Sedang,Rendah,Tinggi,Small
II,GMP 7,10.0,06 BU 01,2023-05-07,3.38,,RC1,11,8.5,8.26,76.95,0,0,0,0,0.0,53,1,Sedang,Sedang,Tinggi,Small
II,R54,27.0,06 TS 37,2022-12-09,4.54,2022-09-01,PC,3,0.0,0.23,0.0,0,0,0,0,0.0,163,0,Rendah,Rendah,Rendah,Medium
II,R54,27.0,06 TS 37,2023-01-09,4.54,2022-09-01,PC,4,0.0,0.44,0.0,0,0,0,0,0.0,140,0,Rendah,Rendah,Rendah,Medium
II,R54,27.0,06 TS 37,2023-02-09,4.54,2022-09-01,PC,5,0.0,1.77,0.0,0,0,0,0,0.0,249,0,Rendah,Rendah,Rendah,Medium
II,R54,27.0,06 TS 37,2023-03-09,4.54,2022-09-01,PC,6,5.49,14.25,0.7,0,0,0,0,0.0,391,0,Sedang,Tinggi,Sedang,Medium
II,R54,27.0,06 TS 37,2023-04-09,4.54,2022-09-01,PC,7,7.21,17.14,0.6,0,0,0,0,0.0,175,0,Sedang,Tinggi,Rendah,Medium
II,R54,27.0,06 TS 37,2023-05-09,4.54,2022-09-01,PC,8,10.57,19.49,3.4,0,0,0,0,0.0,79,0,Tinggi,Tinggi,Rendah,Medium
II,R54,27.0,06 TS 37,2023-06-09,4.54,2022-09-01,PC,9,8.28,18.63,40.0,0,0,0,0,0.0,110,0,Sedang,Tinggi,Tinggi,Medium
II,R54,27.0,06 TS 37,2023-07-09,4.54,2022-09-01,PC,10,13.77,17.49,170.6,0,0,0,0,0.0,61,0,Tinggi,Tinggi,Tinggi,Medium
II,R54,27.0,06 TS 37,2023-08-09,4.54,2022-09-01,PC,11,13.56,16.5,168.0,0,0,0,0,0.0,11,0,Tinggi,Tinggi,Tinggi,Medium
II,GMP 3,20.0,08 BS 28,2023-01-15,4.52,2022-10-01,RC1,3,0.0,1.09,0.0,5,0,0,120,0.0,140,0,Rendah,Rendah,Rendah,Medium
II,GMP 3,20.0,08 BS 28,2023-02-15,4.52,2022-10-01,RC1,4,0.0,0.47,0.5,5,0,0,0,0.0,249,0,Rendah,Rendah,Sedang,Medium
II,GMP 3,20.0,08 BS 28,2023-03-15,4.52,2022-10-01,RC1,5,9.78,12.72,0.3,5,0,0,100,0.0,391,0,Tinggi,Tinggi,Sedang,Medium
II,GMP 3,20.0,08 BS 28,2023-04-15,4.52,2022-10-01,RC1,6,10.87,11.46,1.0,7,5,0,100,0.0,175,0,Tinggi,Tinggi,Sedang,Medium
II,GMP 3,20.0,08 BS 28,2023-05-15,4.52,2022-10-01,RC1,7,15.04,18.83,0.7,5,0,0,0,0.0,79,0,Tinggi,Tinggi,Rendah,Medium
II,GMP 3,20.0,08 BS 28,2023-06-15,4.52,2022-10-01,RC1,8,11.59,26.9,7.2,5,0,0,104,0.0,110,0,Tinggi,Tinggi,Sedang,Medium
II,GMP 3,20.0,08 BS 28,2023-07-15,4.52,2022-10-01,RC1,9,16.56,26.18,57.2,6,0,0,120,150.0,61,0,Tinggi,Tinggi,Tinggi,Medium
II,GMP 3,20.0,08 BS 28,2023-08-15,4.52,,RC1,10,4.1,16.0,90.2,0,0,0,60,0.0,140,1,Rendah,Tinggi,Tinggi,Medium
II,GMP 3,20.0,08 BS 28,2023-09-15,4.52,,RC1,11,4.1,16.0,90.2,0,0,0,60,0.0,140,1,Rendah,Tinggi,Tinggi,Medium
II,GMP 3,20.0,08 BS 30,2023-01-15,3.77,2022-10-01,RC1,3,0.0,1.59,0.0,5,0,0,120,0.0,140,0,Rendah,Sedang,Rendah,Small
II,GMP 3,20.0,08 BS 30,2023-02-15,3.77,2022-10-01,RC1,4,1.47,0.59,0.5,5,0,0,0,0.0,249,0,Rendah,Rendah,Sedang,Small
II,GMP 3,20.0,08 BS 30,2023-03-15,3.77,2022-10-01,RC1,5,2.13,10.0,0.2,5,0,0,100,0.0,391,0,Rendah,Tinggi,Sedang,Small
II,GMP 3,20.0,08 BS 30,2023-04-15,3.77,2022-10-01,RC1,6,11.7,14.39,3.7,7,5,0,100,0.0,175,0,Tinggi,Tinggi,Sedang,Small
II,GMP 3,20.0,08 BS 30,2023-05-15,3.77,2022-10-01,RC1,7,12.71,26.26,1.7,5,0,0,0,0.0,79,0,Tinggi,Tinggi,Sedang,Small
II,GMP 3,20.0,08 BS 30,2023-06-15,3.77,2022-10-01,RC1,8,15.44,26.89,13.7,5,0,0,104,0.0,110,0,Tinggi,Tinggi,Sedang,Small
II,GMP 3,20.0,08 BS 30,2023-07-15,3.77,2022-10-01,RC1,9,14.0,25.71,59.0,6,0,0,120,150.0,61,0,Tinggi,Tinggi,Tinggi,Small
II,GMP 3,20.0,08 BS 30,2023-08-15,3.77,,RC1,10,6.27,15.57,31.65,0,0,0,110,0.0,140,1,Sedang,Tinggi,Sedang,Small
II,GMP 3,20.0,08 BS 30,2023-09-15,3.77,,RC1,11,6.27,15.57,31.65,0,0,0,110,0.0,140,1,Sedang,Tinggi,Sedang,Small
II,R08,26.0,08 BS 45,2022-10-16,6.32,2022-07-01,PC,3,0.0,0.1,0.0,5,5,0,100,200.0,295,0,Rendah,Rendah,Rendah,Medium
II,R08,26.0,08 BS 45,2022-11-16,6.32,2022-07-01,PC,4,1.46,0.36,0.0,5,4,0,101,10.1,194,0,Rendah,Rendah,Rendah,Medium
II,R08,26.0,08 BS 45,2022-12-16,6.32,2022-07-01,PC,5,1.43,0.47,0.0,5,5,0,0,4.0,163,0,Rendah,Rendah,Rendah,Medium
II,R08,26.0,08 BS 45,2023-01-16,6.32,2022-07-01,PC,6,2.07,5.83,0.15,5,5,0,100,0.0,140,0,Rendah,Sedang,Rendah,Medium
II,R08,26.0,08 BS 45,2023-02-16,6.32,2022-07-01,PC,7,2.38,4.67,4.4,5,0,0,105,0.0,249,0,Rendah,Sedang,Sedang,Medium
II,R08,26.0,08 BS 45,2023-03-16,6.32,2022-07-01,PC,8,1.47,6.41,0.3,5,5,0,103,0.0,391,0,Rendah,Sedang,Rendah,Medium
II,R08,26.0,08 BS 45,2023-04-16,6.32,2022-07-01,PC,9,5.42,1.51,36.9,6,5,0,90,0.0,175,0,Sedang,Rendah,Tinggi,Medium
II,R08,26.0,08 BS 45,2023-05-16,6.32,2022-07-01,PC,10,2.43,7.82,78.9,0,0,9,105,0.0,79,0,Rendah,Sedang,Tinggi,Medium
II,R08,26.0,08 BS 45,2023-06-16,6.32,2022-07-01,PC,11,2.67,8.97,176.2,0,0,0,90,0.0,110,0,Rendah,Sedang,Tinggi,Medium
II,R69,26.0,08 BS 49,2022-11-07,6.37,2022-08-01,RC1,3,0.0,0.1,0.0,5,0,0,90,0.0,194,0,Rendah,Rendah,Rendah,Medium
II,R69,26.0,08 BS 49,2022-12-07,6.37,2022-08-01,RC1,4,0.0,0.1,0.0,5,5,0,100,9.0,163,0,Rendah,Rendah,Rendah,Medium
II,R69,26.0,08 BS 49,2023-01-07,6.37,2022-08-01,RC1,5,1.89,2.4,0.05,5,5,0,0,0.0,140,0,Rendah,Rendah,Rendah,Medium
II,R69,26.0,08 BS 49,2023-02-07,6.37,2022-08-01,RC1,6,0.0,2.96,0.55,5,0,0,0,0.0,249,0,Rendah,Rendah,Sedang,Medium
II,R69,26.0,08 BS 49,2023-03-07,6.37,2022-08-01,RC1,7,1.93,4.56,14.1,5,4,0,90,0.0,391,0,Rendah,Sedang,Tinggi,Medium
II,R69,26.0,08 BS 49,2023-04-07,6.37,2022-08-01,RC1,8,4.26,6.33,64.85,5,5,0,90,0.0,175,0,Sedang,Sedang,Tinggi,Medium
II,R69,26.0,08 BS 49,2023-05-07,6.37,2022-08-01,RC1,9,3.2,11.48,86.85,5,5,0,101,0.0,79,0,Rendah,Tinggi,Tinggi,Medium
II,R69,26.0,08 BS 49,2023-06-07,6.37,2022-08-01,RC1,10,6.93,14.02,149.6,0,0,0,60,0.0,110,0,Sedang,Tinggi,Tinggi,Medium
II,R69,26.0,08 BS 49,2023-07-07,6.37,,RC1,11,5.15,12.95,147.7,0,0,0,0,0.0,194,1,Sedang,Tinggi,Tinggi,Medium
II,R69,26.0,08 BS 50,2022-11-07,6.91,2022-08-01,RC1,3,0.0,1.27,0.0,5,0,0,90,0.0,194,0,Rendah,Rendah,Rendah,Medium
II,R69,26.0,08 BS 50,2022-12-07,6.91,2022-08-01,RC1,4,0.0,0.71,0.0,5,5,0,100,9.0,163,0,Rendah,Rendah,Rendah,Medium
II,R69,26.0,08 BS 50,2023-01-07,6.91,2022-08-01,RC1,5,0.0,0.83,0.0,5,5,0,0,0.0,140,0,Rendah,Rendah,Rendah,Medium
II,R69,26.0,08 BS 50,2023-02-07,6.91,2022-08-01,RC1,6,1.63,1.09,1.5,5,0,0,0,0.0,249,0,Rendah,Rendah,Sedang,Medium
II,R69,26.0,08 BS 50,2023-03-07,6.91,2022-08-01,RC1,7,1.79,2.92,11.45,5,4,0,90,0.0,391,0,Rendah,Rendah,Tinggi,Medium
II,R69,26.0,08 BS 50,2023-04-07,6.91,2022-08-01,RC1,8,0.43,7.55,40.8,5,5,0,90,0.0,175,0,Rendah,Sedang,Tinggi,Medium
II,R69,26.0,08 BS 50,2023-05-07,6.91,2022-08-01,RC1,9,4.0,13.28,114.55,5,5,0,101,0.0,79,0,Rendah,Tinggi,Tinggi,Medium
II,R69,26.0,08 BS 50,2023-06-07,6.91,2022-08-01,RC1,10,5.03,16.14,94.75,0,0,0,60,0.0,110,0,Sedang,Tinggi,Tinggi,Medium
II,R69,26.0,08 BS 50,2023-07-07,6.91,,RC1,11,8.81,12.82,145.0,0,0,0,90,0.0,194,1,Sedang,Tinggi,Tinggi,Medium
II,R69,26.0,08 BS 54,2022-11-07,4.92,2022-08-01,RC1,3,0.0,0.0,0.0,5,0,0,90,0.0,194,0,Rendah,Rendah,Rendah,Medium
II,R69,26.0,08 BS 54,2022-12-07,4.92,2022-08-01,RC1,4,0.0,0.0,0.0,5,5,0,100,9.0,163,0,Rendah,Rendah,Rendah,Medium
II,R69,26.0,08 BS 54,2023-01-07,4.92,2022-08-01,RC1,5,1.19,2.8,0.3,5,5,0,0,0.0,140,0,Rendah,Sedang,Sedang,Medium
II,R69,26.0,08 BS 54,2023-02-07,4.92,2022-08-01,RC1,6,0.0,8.6,0.8,5,0,0,0,0.0,249,0,Rendah,Tinggi,Sedang,Medium
II,R69,26.0,08 BS 54,2023-03-07,4.92,2022-08-01,RC1,7,0.0,2.98,24.1,5,4,0,90,0.0,391,0,Rendah,Rendah,Tinggi,Medium
II,R69,26.0,08 BS 54,2023-04-07,4.92,2022-08-01,RC1,8,1.67,5.52,120.5,5,5,0,90,0.0,175,0,Rendah,Sedang,Tinggi,Medium
II,R69,26.0,08 BS 54,2023-05-07,4.92,2022-08-01,RC1,9,2.11,9.96,185.0,5,5,0,101,0.0,79,0,Rendah,Tinggi,Tinggi,Medium
II,R69,26.0,08 BS 54,2023-06-07,4.92,2022-08-01,RC1,10,2.56,10.25,190.0,0,0,0,60,0.0,110,0,Rendah,Tinggi,Tinggi,Medium
II,R69,26.0,08 BS 54,2023-07-07,4.92,,RC1,11,8.14,21.37,155.1,0,0,0,90,0.0,194,1,Sedang,Tinggi,Tinggi,Medium
II,R86,10.0,08 BU 09,2022-11-26,4.5,2022-08-01,PC,3,0.0,0.22,0.0,5,0,0,90,10.1,194,0,Rendah,Rendah,Rendah,Medium
II,R86,10.0,08 BU 09,2022-12-26,4.5,2022-08-01,PC,4,0.0,1.03,0.0,5,5,0,100,10.3,163,0,Rendah,Rendah,Rendah,Medium
II,R86,10.0,08 BU 09,2023-01-26,4.5,2022-08-01,PC,5,0.0,2.19,0.0,5,0,0,90,0.0,140,0,Rendah,Rendah,Rendah,Medium
II,R86,10.0,08 BU 09,2023-02-26,4.5,2022-08-01,PC,6,0.0,6.91,0.0,5,0,0,0,0.0,249,0,Rendah,Sedang,Rendah,Medium
II,R86,10.0,08 BU 09,2023-03-26,4.5,2022-08-01,PC,7,0.91,4.05,0.9,5,5,0,0,0.0,391,0,Rendah,Sedang,Rendah,Medium
II,R86,10.0,08 BU 09,2023-04-26,4.5,2022-08-01,PC,8,3.68,5.71,3.4,5,0,0,102,0.0,175,0,Rendah,Sedang,Rendah,Medium
II,R86,10.0,08 BU 09,2023-05-26,4.5,2022-08-01,PC,9,3.25,9.69,1.0,5,0,0,90,0.0,79,0,Rendah,Tinggi,Rendah,Medium
II,R86,10.0,08 BU 09,2023-06-26,4.5,2022-08-01,PC,10,5.29,9.58,1.6,0,0,0,102,0.0,110,0,Sedang,Sedang,Rendah,Medium
II,R86,10.0,08 BU 09,2023-07-26,4.5,2022-08-01,PC,11,4.19,10.02,23.4,0,0,0,90,150.0,61,0,Rendah,Tinggi,Sedang,Medium
II,G11,18.0,08 TS 05,2022-10-16,4.96,2022-07-01,PC,3,0.0,1.65,0.0,5,0,0,101,9.0,295,0,Rendah,Sedang,Rendah,Medium
II,G11,18.0,08 TS 05,2022-11-16,4.96,2022-07-01,PC,4,0.0,0.8,0.0,5,0,0,0,0.0,194,0,Rendah,Rendah,Rendah,Medium
II,G11,18.0,08 TS 05,2022-12-16,4.96,2022-07-01,PC,5,0.0,1.9,0.0,5,0,0,0,0.0,163,0,Rendah,Rendah,Rendah,Medium
II,G11,18.0,08 TS 05,2023-01-16,4.96,2022-07-01,PC,6,2.02,5.33,0.0,5,5,0,0,0.0,140,0,Rendah,Sedang,Rendah,Medium
II,G11,18.0,08 TS 05,2023-02-16,4.96,2022-07-01,PC,7,0.96,8.96,0.2,5,0,0,108,0.0,249,0,Rendah,Tinggi,Rendah,Medium
II,G11,18.0,08 TS 05,2023-03-16,4.96,2022-07-01,PC,8,4.96,5.16,1.9,5,0,0,100,0.0,391,0,Sedang,Sedang,Rendah,Medium
II,G11,18.0,08 TS 05,2023-04-16,4.96,2022-07-01,PC,9,6.06,12.92,2.3,7,0,0,0,0.0,175,0,Sedang,Tinggi,Rendah,Medium
II,G11,18.0,08 TS 05,2023-05-16,4.96,2022-07-01,PC,10,7.84,13.26,9.8,5,0,0,103,0.0,79,0,Sedang,Tinggi,Rendah,Medium
II,G11,18.0,08 TS 05,2023-06-16,4.96,2022-07-01,PC,11,5.42,13.67,23.3,0,0,0,101,0.0,110,0,Sedang,Tinggi,Sedang,Medium
II,GMP 7,21.0,08 TS 26,2023-01-15,3.96,2022-10-01,RC1,3,2.04,3.77,0.0,5,0,0,0,0.0,140,0,Sedang,Sedang,Rendah,Small
