Nama Blok,Umur,Divisi,Varietas Tebu,Kawasan,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm)_extended,Tahun,Bulan Pengamatan,Curah hujan (mm)
31 BU 25,3,I,GMP 5,3.0,2022-08-10,13.96,2022-05-01,PC,1.16,1.91,0.0,5.0,5.0,10.0,0.0,0.0,143.0,2022,8,143
31 BU 25,4,I,GMP 5,3.0,2022-09-10,13.96,2022-05-01,PC,14.05,8.7,0.0,5.0,5.0,10.0,0.0,0.0,48.0,2022,9,48
31 BU 25,5,I,GMP 5,3.0,2022-10-10,13.96,2022-05-01,PC,8.97,6.13,0.45,6.0,5.0,10.0,0.0,0.0,243.0,2022,10,243
31 BU 25,6,I,GMP 5,3.0,2022-11-10,13.96,2022-05-01,PC,6.49,13.44,0.1,5.0,5.0,10.0,0.0,0.0,177.0,2022,11,177
31 BU 25,7,I,GMP 5,3.0,2022-12-09,13.96,2022-05-01,PC,14.15,8.28,0.0,5.0,5.0,10.0,0.0,0.0,146.0,2022,12,146
31 BU 25,8,I,GMP 5,3.0,2023-01-15,13.96,2022-05-01,PC,6.44,10.3,0.35,5.0,5.0,0.0,104.0,0.0,181.0,2023,1,181
31 BU 25,9,I,GMP 5,3.0,2023-02-08,13.96,2022-05-01,PC,5.8,7.05,19.85,5.0,5.0,0.0,110.0,0.0,222.0,2023,2,222
31 BU 25,10,I,GMP 5,3.0,2023-03-10,13.96,2022-05-01,PC,2.43,4.12,83.85,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
31 BU 25,11,I,GMP 5,3.0,2023-04-16,13.96,2022-05-01,PC,3.35,10.61,73.35,6.0,0.0,0.0,0.0,0.0,149.0,2023,4,149
31 BU 29,3,I,GMP 5,3.0,2022-08-10,15.31,2022-05-01,PC,1.19,3.03,0.0,5.0,5.0,10.0,0.0,0.0,143.0,2022,8,143
31 BU 29,4,I,GMP 5,3.0,2022-09-10,15.31,2022-05-01,PC,6.03,7.5,0.15,5.0,5.0,10.0,0.0,0.0,48.0,2022,9,48
31 BU 29,5,I,GMP 5,3.0,2022-10-10,15.31,2022-05-01,PC,9.09,9.59,0.55,6.0,5.0,10.0,0.0,0.0,243.0,2022,10,243
31 BU 29,6,I,GMP 5,3.0,2022-11-10,15.31,2022-05-01,PC,10.14,13.67,0.05,5.0,5.0,10.0,0.0,0.0,177.0,2022,11,177
31 BU 29,7,I,GMP 5,3.0,2022-12-09,15.31,2022-05-01,PC,10.9,13.15,0.05,5.0,5.0,10.0,0.0,0.0,146.0,2022,12,146
31 BU 29,8,I,GMP 5,3.0,2023-01-15,15.31,2022-05-01,PC,7.98,10.86,0.55,5.0,5.0,0.0,104.0,0.0,181.0,2023,1,181
31 BU 29,9,I,GMP 5,3.0,2023-02-08,15.31,2022-05-01,PC,4.21,10.3,76.1,5.0,5.0,0.0,110.0,0.0,222.0,2023,2,222
31 BU 29,10,I,GMP 5,3.0,2023-03-10,15.31,2022-05-01,PC,2.47,2.74,200.0,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
31 BU 29,11,I,GMP 5,3.0,2023-04-16,15.31,2022-05-01,PC,4.31,11.55,100.0,6.0,0.0,0.0,0.0,0.0,149.0,2023,4,149
158 BU 03,3,V,GMP 5,15.0,2022-08-10,7.67,2022-05-01,RC2,1.2,3.25,0.0,5.0,5.0,0.0,102.0,10.1,234.0,2022,8,234
158 BU 03,4,V,GMP 5,15.0,2022-09-12,7.67,2022-05-01,RC2,1.65,4.15,0.1,5.0,5.0,0.0,100.0,10.0,108.0,2022,9,108
158 BU 03,5,V,GMP 5,15.0,2022-10-10,7.67,2022-05-01,RC2,0.71,3.07,0.1,5.0,5.0,0.0,100.0,10.0,315.0,2022,10,315
158 BU 03,6,V,GMP 5,15.0,2022-11-09,7.67,2022-05-01,RC2,4.62,5.45,0.65,5.0,5.0,0.0,106.0,0.0,314.0,2022,11,314
158 BU 03,7,V,GMP 5,15.0,2022-12-10,7.67,2022-05-01,RC2,3.83,6.22,0.3,5.0,5.0,0.0,102.0,0.0,241.0,2022,12,241
158 BU 03,8,V,GMP 5,15.0,2023-01-15,7.67,2022-05-01,RC2,2.44,14.69,3.0,5.0,5.0,0.0,170.0,0.0,225.0,2023,1,225
158 BU 03,9,V,GMP 5,15.0,2023-02-09,7.67,2022-05-01,RC2,3.53,9.26,70.3,5.0,5.0,3.0,108.0,0.0,286.0,2023,2,286
158 BU 03,10,V,GMP 5,15.0,2023-03-23,7.67,2022-05-01,RC2,2.93,14.34,26.15,5.0,5.0,10.0,0.0,10.3,494.0,2023,3,494
158 BU 03,11,V,GMP 5,15.0,2023-03-01,7.67,2022-05-01,RC2,2.93,14.34,26.15,5.0,5.0,10.0,0.0,10.3,494.0,2023,3,494
25 TU 05,3,III,R08,10.0,2022-08-10,10.21,2022-05-01,RC2,1.1,2.59,0.0,5.0,5.0,10.0,90.0,0.0,164.0,2022,8,164
25 TU 05,4,III,R08,10.0,2022-09-10,10.21,2022-05-01,RC2,4.88,11.41,0.0,5.0,5.0,10.0,90.0,0.0,30.0,2022,9,30
25 TU 05,5,III,R08,10.0,2022-10-10,10.21,2022-05-01,RC2,1.75,6.96,0.0,5.0,4.0,10.0,90.0,0.0,306.0,2022,10,306
25 TU 05,6,III,R08,10.0,2022-11-11,10.21,2022-05-01,RC2,1.46,18.49,0.0,5.0,5.0,0.0,1000.0,0.0,221.0,2022,11,221
25 TU 05,7,III,R08,10.0,2022-12-09,10.21,2022-05-01,RC2,2.54,5.97,0.54,5.0,5.0,0.0,1000.0,0.0,226.0,2022,12,226
25 TU 05,8,III,R08,10.0,2023-01-15,10.21,2022-05-01,RC2,1.05,5.47,3.54,5.0,5.0,10.0,1000.0,0.0,223.0,2023,1,223
25 TU 05,9,III,R08,10.0,2023-02-10,10.21,2022-05-01,RC2,1.32,6.4,1.0,5.0,5.0,10.0,1000.0,0.0,267.0,2023,2,267
25 TU 05,10,III,R08,10.0,2023-03-13,10.21,2022-05-01,RC2,4.68,7.47,97.38,5.0,5.0,10.0,1000.0,0.0,471.0,2023,3,471
25 TU 05,11,III,R08,10.0,2023-03-01,10.21,2022-05-01,RC2,4.68,7.47,97.38,5.0,5.0,10.0,1000.0,0.0,471.0,2023,3,471
27 TU 05,3,III,R08,10.0,2022-08-10,9.55,2022-05-01,RC2,0.0,2.08,0.0,5.0,5.0,10.0,90.0,0.0,164.0,2022,8,164
27 TU 05,4,III,R08,10.0,2022-09-10,9.55,2022-05-01,RC2,1.61,11.71,0.0,5.0,5.0,10.0,90.0,0.0,30.0,2022,9,30
27 TU 05,5,III,R08,10.0,2022-10-10,9.55,2022-05-01,RC2,4.55,5.34,0.0,5.0,4.0,10.0,90.0,0.0,306.0,2022,10,306
27 TU 05,6,III,R08,10.0,2022-11-11,9.55,2022-05-01,RC2,5.0,28.67,0.0,5.0,5.0,0.0,1000.0,0.0,221.0,2022,11,221
27 TU 05,7,III,R08,10.0,2022-12-09,9.55,2022-05-01,RC2,2.22,8.42,0.0,5.0,5.0,0.0,1000.0,0.0,226.0,2022,12,226
27 TU 05,8,III,R08,10.0,2023-01-15,9.55,2022-05-01,RC2,0.36,5.45,1.67,5.0,5.0,10.0,1000.0,0.0,223.0,2023,1,223
27 TU 05,9,III,R08,10.0,2023-02-10,9.55,2022-05-01,RC2,2.24,6.85,1.04,5.0,5.0,10.0,1000.0,0.0,267.0,2023,2,267
27 TU 05,10,III,R08,10.0,2023-03-13,9.55,2022-05-01,RC2,2.94,8.6,76.67,5.0,5.0,10.0,1000.0,0.0,471.0,2023,3,471
27 TU 05,11,III,R08,10.0,2023-03-01,9.55,2022-05-01,RC2,2.94,8.6,76.67,5.0,5.0,10.0,1000.0,0.0,471.0,2023,3,471
23 TS 10,3,III,R08,12.0,2022-08-10,7.35,2022-05-01,RC1,1.98,1.32,0.0,5.0,5.0,10.0,90.0,0.0,164.0,2022,8,164
23 TS 10,4,III,R08,12.0,2022-09-10,7.35,2022-05-01,RC1,6.25,14.18,0.35,5.0,5.0,10.0,90.0,0.0,30.0,2022,9,30
23 TS 10,5,III,R08,12.0,2022-10-10,7.35,2022-05-01,RC1,4.29,18.86,0.0,5.0,4.0,10.0,90.0,0.0,306.0,2022,10,306
23 TS 10,6,III,R08,12.0,2022-11-11,7.35,2022-05-01,RC1,10.73,21.45,3.55,5.0,5.0,0.0,1000.0,0.0,221.0,2022,11,221
23 TS 10,7,III,R08,12.0,2022-12-09,7.35,2022-05-01,RC1,4.74,24.77,7.1,5.0,5.0,0.0,1000.0,0.0,226.0,2022,12,226
23 TS 10,8,III,R08,12.0,2023-01-15,7.35,2022-05-01,RC1,2.29,5.39,2.5,5.0,5.0,10.0,1000.0,0.0,223.0,2023,1,223
23 TS 10,9,III,R08,12.0,2023-02-10,7.35,2022-05-01,RC1,5.59,8.29,39.6,5.0,5.0,10.0,1000.0,0.0,267.0,2023,2,267
23 TS 10,10,III,R08,12.0,2023-03-10,7.35,2022-05-01,RC1,4.64,6.39,70.8,5.0,5.0,10.0,1000.0,0.0,471.0,2023,3,471
23 TS 10,11,III,R08,12.0,2023-04-11,7.35,2022-05-01,RC1,7.01,6.84,200.0,0.0,0.0,0.0,1000.0,0.0,202.0,2023,4,202
106 TU 41,3,IV,R06,12.0,2022-08-10,5.86,2022-05-01,RC1,4.05,1.1,0.0,5.0,6.0,0.0,130.0,7.0,130.0,2022,8,130
106 TU 41,4,IV,R06,12.0,2022-09-09,5.86,2022-05-01,RC1,2.8,0.56,0.0,5.0,2.0,0.0,0.0,0.0,98.0,2022,9,98
106 TU 41,5,IV,R06,12.0,2022-10-11,5.86,2022-05-01,RC1,2.68,4.11,0.0,5.0,0.0,0.0,0.0,0.0,304.0,2022,10,304
106 TU 41,6,IV,R06,12.0,2022-11-08,5.86,2022-05-01,RC1,6.04,2.7,0.0,5.0,6.0,0.0,0.0,0.0,201.0,2022,11,201
106 TU 41,7,IV,R06,12.0,2022-12-11,5.86,2022-05-01,RC1,3.74,4.61,1.0,5.0,5.0,0.0,0.0,0.0,251.0,2022,12,251
106 TU 41,8,IV,R06,12.0,2023-01-15,5.86,2022-05-01,RC1,4.07,8.22,6.75,5.0,6.0,0.0,0.0,0.0,233.0,2023,1,233
106 TU 41,9,IV,R06,12.0,2023-02-13,5.86,2022-05-01,RC1,2.83,7.7,39.9,5.0,5.0,0.0,0.0,0.0,313.0,2023,2,313
106 TU 41,10,IV,R06,12.0,2023-03-16,5.86,2022-05-01,RC1,5.45,8.25,53.0,0.0,0.0,0.0,0.0,0.0,402.0,2023,3,402
106 TU 41,11,IV,R06,12.0,2023-04-12,5.86,2022-05-01,RC1,8.67,13.89,50.95,0.0,0.0,0.0,0.0,0.0,234.0,2023,4,234
102 TU 41,3,IV,R06,12.0,2022-08-10,6.13,2022-05-01,RC1,1.45,4.78,0.0,5.0,6.0,0.0,130.0,7.0,130.0,2022,8,130
102 TU 41,4,IV,R06,12.0,2022-09-09,6.13,2022-05-01,RC1,3.7,1.49,0.0,5.0,2.0,0.0,0.0,0.0,98.0,2022,9,98
102 TU 41,5,IV,R06,12.0,2022-10-11,6.13,2022-05-01,RC1,1.39,4.8,0.05,5.0,0.0,0.0,0.0,0.0,304.0,2022,10,304
102 TU 41,6,IV,R06,12.0,2022-11-08,6.13,2022-05-01,RC1,2.12,4.09,0.0,5.0,6.0,0.0,0.0,0.0,201.0,2022,11,201
102 TU 41,7,IV,R06,12.0,2022-12-11,6.13,2022-05-01,RC1,0.95,2.27,0.25,5.0,5.0,0.0,0.0,0.0,251.0,2022,12,251
102 TU 41,8,IV,R06,12.0,2023-01-15,6.13,2022-05-01,RC1,3.61,6.21,4.95,5.0,6.0,0.0,0.0,0.0,233.0,2023,1,233
102 TU 41,9,IV,R06,12.0,2023-02-13,6.13,2022-05-01,RC1,1.26,6.86,21.85,5.0,5.0,0.0,0.0,0.0,313.0,2023,2,313
102 TU 41,10,IV,R06,12.0,2023-03-14,6.13,2022-05-01,RC1,3.53,5.67,11.55,0.0,0.0,0.0,0.0,0.0,402.0,2023,3,402
102 TU 41,11,IV,R06,12.0,2023-04-12,6.13,2022-05-01,RC1,9.38,10.51,64.6,0.0,0.0,0.0,0.0,0.0,234.0,2023,4,234
27 TS 10,3,III,R08,12.0,2022-08-10,6.18,2022-05-01,RC1,3.92,1.28,0.0,5.0,5.0,10.0,90.0,0.0,164.0,2022,8,164
27 TS 10,4,III,R08,12.0,2022-09-10,6.18,2022-05-01,RC1,3.27,12.68,0.4,5.0,5.0,10.0,90.0,0.0,30.0,2022,9,30
27 TS 10,5,III,R08,12.0,2022-10-10,6.18,2022-05-01,RC1,2.13,15.4,0.0,5.0,4.0,10.0,90.0,0.0,306.0,2022,10,306
27 TS 10,6,III,R08,12.0,2022-11-11,6.18,2022-05-01,RC1,2.14,13.68,0.9,5.0,5.0,0.0,1000.0,0.0,221.0,2022,11,221
27 TS 10,7,III,R08,12.0,2022-12-09,6.18,2022-05-01,RC1,6.47,25.03,5.85,5.0,5.0,0.0,1000.0,0.0,226.0,2022,12,226
27 TS 10,8,III,R08,12.0,2023-01-15,6.18,2022-05-01,RC1,2.99,4.82,8.75,5.0,5.0,10.0,1000.0,0.0,223.0,2023,1,223
27 TS 10,9,III,R08,12.0,2023-02-10,6.18,2022-05-01,RC1,2.1,7.16,48.1,5.0,5.0,10.0,1000.0,0.0,267.0,2023,2,267
27 TS 10,10,III,R08,12.0,2023-03-10,6.18,2022-05-01,RC1,3.91,7.97,104.1,5.0,5.0,10.0,1000.0,0.0,471.0,2023,3,471
27 TS 10,11,III,R08,12.0,2023-04-11,6.18,2022-05-01,RC1,6.45,10.3,194.25,0.0,0.0,0.0,1000.0,0.0,202.0,2023,4,202
153 BS 16,3,V,GMP 5,20.0,2022-08-11,9.93,2022-05-01,PC,0.0,0.32,0.0,5.0,5.0,0.0,102.0,10.1,234.0,2022,8,234
153 BS 16,4,V,GMP 5,20.0,2022-09-12,9.93,2022-05-01,PC,2.13,2.42,0.0,5.0,5.0,0.0,100.0,10.0,108.0,2022,9,108
153 BS 16,5,V,GMP 5,20.0,2022-10-10,9.93,2022-05-01,PC,4.14,1.9,0.0,5.0,5.0,0.0,100.0,10.0,315.0,2022,10,315
153 BS 16,6,V,GMP 5,20.0,2022-11-09,9.93,2022-05-01,PC,2.82,2.71,0.0,5.0,5.0,0.0,106.0,0.0,314.0,2022,11,314
153 BS 16,7,V,GMP 5,20.0,2022-12-13,9.93,2022-05-01,PC,3.61,5.93,0.21,5.0,5.0,0.0,102.0,0.0,241.0,2022,12,241
153 BS 16,8,V,GMP 5,20.0,2023-01-15,9.93,2022-05-01,PC,5.05,7.44,1.21,5.0,5.0,0.0,170.0,0.0,225.0,2023,1,225
153 BS 16,9,V,GMP 5,20.0,2023-02-10,9.93,2022-05-01,PC,3.03,2.98,8.71,5.0,5.0,3.0,108.0,0.0,286.0,2023,2,286
153 BS 16,10,V,GMP 5,20.0,2023-03-21,9.93,2022-05-01,PC,2.71,10.21,2.71,5.0,5.0,10.0,0.0,10.3,494.0,2023,3,494
153 BS 16,11,V,GMP 5,20.0,2023-04-28,9.93,2022-05-01,PC,4.4,19.85,50.88,7.0,5.0,10.0,170.0,9.0,168.0,2023,4,168
94 BS 11,3,I,GMP 5,19.0,2022-08-11,5.08,2022-05-01,RC1,4.08,7.34,0.0,5.0,5.0,10.0,0.0,0.0,143.0,2022,8,143
94 BS 11,4,I,GMP 5,19.0,2022-09-12,5.08,2022-05-01,RC1,13.33,4.71,0.0,5.0,5.0,10.0,0.0,0.0,48.0,2022,9,48
94 BS 11,5,I,GMP 5,19.0,2022-10-11,5.08,2022-05-01,RC1,8.22,7.47,0.1,6.0,5.0,10.0,0.0,0.0,243.0,2022,10,243
94 BS 11,6,I,GMP 5,19.0,2022-11-10,5.08,2022-05-01,RC1,6.1,8.57,0.1,5.0,5.0,10.0,0.0,0.0,177.0,2022,11,177
94 BS 11,7,I,GMP 5,19.0,2022-12-12,5.08,2022-05-01,RC1,4.72,12.66,0.6,5.0,5.0,10.0,0.0,0.0,146.0,2022,12,146
94 BS 11,8,I,GMP 5,19.0,2023-01-15,5.08,2022-05-01,RC1,7.34,15.24,7.2,5.0,5.0,0.0,104.0,0.0,181.0,2023,1,181
94 BS 11,9,I,GMP 5,19.0,2023-02-09,5.08,2022-05-01,RC1,5.59,21.73,4.0,5.0,5.0,0.0,110.0,0.0,222.0,2023,2,222
94 BS 11,10,I,GMP 5,19.0,2023-03-15,5.08,2022-05-01,RC1,11.8,34.74,71.3,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
94 BS 11,11,I,GMP 5,19.0,2023-03-01,5.08,2022-05-01,RC1,11.8,34.74,71.3,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
156 BS 12,3,V,GMP 5,20.0,2022-08-11,5.65,2022-05-01,PC,0.0,0.1,0.0,5.0,5.0,0.0,102.0,10.1,234.0,2022,8,234
156 BS 12,4,V,GMP 5,20.0,2022-09-12,5.65,2022-05-01,PC,1.67,4.36,0.0,5.0,5.0,0.0,100.0,10.0,108.0,2022,9,108
156 BS 12,5,V,GMP 5,20.0,2022-10-11,5.65,2022-05-01,PC,2.14,2.21,0.0,5.0,5.0,0.0,100.0,10.0,315.0,2022,10,315
156 BS 12,6,V,GMP 5,20.0,2022-11-09,5.65,2022-05-01,PC,3.3,4.26,0.0,5.0,5.0,0.0,106.0,0.0,314.0,2022,11,314
156 BS 12,7,V,GMP 5,20.0,2022-12-13,5.65,2022-05-01,PC,4.25,5.58,0.3,5.0,5.0,0.0,102.0,0.0,241.0,2022,12,241
156 BS 12,8,V,GMP 5,20.0,2023-01-15,5.65,2022-05-01,PC,4.44,5.25,0.45,5.0,5.0,0.0,170.0,0.0,225.0,2023,1,225
156 BS 12,9,V,GMP 5,20.0,2023-02-10,5.65,2022-05-01,PC,3.66,6.08,1.0,5.0,5.0,3.0,108.0,0.0,286.0,2023,2,286
156 BS 12,10,V,GMP 5,20.0,2023-03-21,5.65,2022-05-01,PC,1.02,7.84,1.45,5.0,5.0,10.0,0.0,10.3,494.0,2023,3,494
156 BS 12,11,V,GMP 5,20.0,2023-04-14,5.65,2022-05-01,PC,4.13,9.27,10.65,7.0,5.0,10.0,170.0,9.0,168.0,2023,4,168
95 BS 17,3,I,GMP 5,19.0,2022-08-11,12.26,2022-05-01,RC1,4.2,4.78,0.0,5.0,5.0,10.0,0.0,0.0,143.0,2022,8,143
95 BS 17,4,I,GMP 5,19.0,2022-09-12,12.26,2022-05-01,RC1,9.87,10.42,0.04,5.0,5.0,10.0,0.0,0.0,48.0,2022,9,48
95 BS 17,5,I,GMP 5,19.0,2022-10-11,12.26,2022-05-01,RC1,4.07,5.22,0.17,6.0,5.0,10.0,0.0,0.0,243.0,2022,10,243
95 BS 17,6,I,GMP 5,19.0,2022-11-12,12.26,2022-05-01,RC1,6.99,11.24,0.58,5.0,5.0,10.0,0.0,0.0,177.0,2022,11,177
95 BS 17,7,I,GMP 5,19.0,2022-12-12,12.26,2022-05-01,RC1,7.69,10.14,0.33,5.0,5.0,10.0,0.0,0.0,146.0,2022,12,146
95 BS 17,8,I,GMP 5,19.0,2023-01-15,12.26,2022-05-01,RC1,4.58,14.56,3.67,5.0,5.0,0.0,104.0,0.0,181.0,2023,1,181
95 BS 17,9,I,GMP 5,19.0,2023-02-09,12.26,2022-05-01,RC1,5.71,13.64,19.54,5.0,5.0,0.0,110.0,0.0,222.0,2023,2,222
95 BS 17,10,I,GMP 5,19.0,2023-03-15,12.26,2022-05-01,RC1,7.11,24.63,95.0,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
95 BS 17,11,I,GMP 5,19.0,2023-03-01,12.26,2022-05-01,RC1,7.11,24.63,95.0,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
140 TU 16,3,IV,R08,29.0,2022-08-11,8.09,2022-05-01,RC2,0.0,1.58,0.0,5.0,5.0,0.0,200.0,9.0,130.0,2022,8,130
140 TU 16,4,IV,R08,29.0,2022-09-12,8.09,2022-05-01,RC2,0.0,8.49,0.0,5.0,5.0,0.0,0.0,0.0,98.0,2022,9,98
140 TU 16,5,IV,R08,29.0,2022-10-11,8.09,2022-05-01,RC2,0.0,9.1,0.0,5.0,4.0,0.0,0.0,0.0,304.0,2022,10,304
140 TU 16,6,IV,R08,29.0,2022-11-12,8.09,2022-05-01,RC2,0.55,20.55,2.1,5.0,5.0,0.0,0.0,170.0,201.0,2022,11,201
140 TU 16,7,IV,R08,29.0,2022-12-08,8.09,2022-05-01,RC2,1.42,7.55,0.75,5.0,4.0,0.0,0.0,0.0,251.0,2022,12,251
140 TU 16,8,IV,R08,29.0,2023-01-15,8.09,2022-05-01,RC2,2.82,7.9,35.1,5.0,4.0,0.0,200.0,0.0,233.0,2023,1,233
140 TU 16,9,IV,R08,29.0,2023-02-13,8.09,2022-05-01,RC2,3.01,5.77,65.35,5.0,5.0,2.0,160.0,0.0,313.0,2023,2,313
140 TU 16,10,IV,R08,29.0,2023-03-17,8.09,2022-05-01,RC2,0.94,4.83,86.5,5.0,0.0,5.0,90.0,0.0,402.0,2023,3,402
140 TU 16,11,IV,R08,29.0,2023-04-11,8.09,2022-05-01,RC2,5.73,14.83,194.5,5.0,5.0,0.0,200.0,0.0,234.0,2023,4,234
140 TU 13,3,IV,R08,29.0,2022-08-11,6.05,2022-05-01,RC2,2.83,2.82,0.0,5.0,5.0,0.0,200.0,9.0,130.0,2022,8,130
140 TU 13,4,IV,R08,29.0,2022-09-12,6.05,2022-05-01,RC2,0.88,6.56,0.0,5.0,5.0,0.0,0.0,0.0,98.0,2022,9,98
140 TU 13,5,IV,R08,29.0,2022-10-11,6.05,2022-05-01,RC2,1.23,12.17,0.0,5.0,4.0,0.0,0.0,0.0,304.0,2022,10,304
140 TU 13,6,IV,R08,29.0,2022-11-12,6.05,2022-05-01,RC2,1.68,35.43,0.2,5.0,5.0,0.0,0.0,170.0,201.0,2022,11,201
140 TU 13,7,IV,R08,29.0,2022-12-08,6.05,2022-05-01,RC2,4.83,9.05,1.1,5.0,4.0,0.0,0.0,0.0,251.0,2022,12,251
140 TU 13,8,IV,R08,29.0,2023-01-15,6.05,2022-05-01,RC2,4.7,8.92,25.5,5.0,4.0,0.0,200.0,0.0,233.0,2023,1,233
140 TU 13,9,IV,R08,29.0,2023-02-13,6.05,2022-05-01,RC2,2.67,4.99,55.3,5.0,5.0,2.0,160.0,0.0,313.0,2023,2,313
140 TU 13,10,IV,R08,29.0,2023-03-17,6.05,2022-05-01,RC2,1.57,6.35,70.35,5.0,0.0,5.0,90.0,0.0,402.0,2023,3,402
140 TU 13,11,IV,R08,29.0,2023-04-11,6.05,2022-05-01,RC2,6.92,16.09,197.5,5.0,5.0,0.0,200.0,0.0,234.0,2023,4,234
63 BS 17,3,I,GMP 5,21.0,2022-08-12,6.68,2022-05-01,RC1,1.39,1.69,0.0,5.0,5.0,10.0,0.0,0.0,143.0,2022,8,143
63 BS 17,4,I,GMP 5,21.0,2022-09-14,6.68,2022-05-01,RC1,4.07,2.86,0.0,5.0,5.0,10.0,0.0,0.0,48.0,2022,9,48
63 BS 17,5,I,GMP 5,21.0,2022-10-12,6.68,2022-05-01,RC1,5.96,2.45,0.1,6.0,5.0,10.0,0.0,0.0,243.0,2022,10,243
63 BS 17,6,I,GMP 5,21.0,2022-11-12,6.68,2022-05-01,RC1,6.21,6.69,0.0,5.0,5.0,10.0,0.0,0.0,177.0,2022,11,177
63 BS 17,7,I,GMP 5,21.0,2022-12-13,6.68,2022-05-01,RC1,8.19,7.96,0.75,5.0,5.0,10.0,0.0,0.0,146.0,2022,12,146
63 BS 17,8,I,GMP 5,21.0,2023-01-15,6.68,2022-05-01,RC1,3.73,9.59,7.65,5.0,5.0,0.0,104.0,0.0,181.0,2023,1,181
63 BS 17,9,I,GMP 5,21.0,2023-02-11,6.68,2022-05-01,RC1,8.66,13.01,30.6,5.0,5.0,0.0,110.0,0.0,222.0,2023,2,222
63 BS 17,10,I,GMP 5,21.0,2023-03-16,6.68,2022-05-01,RC1,2.18,18.25,41.55,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
63 BS 17,11,I,GMP 5,21.0,2023-04-20,6.68,2022-05-01,RC1,5.12,21.14,87.0,6.0,0.0,0.0,0.0,0.0,149.0,2023,4,149
64 BS 18,3,I,GMP 5,21.0,2022-08-12,5.08,2022-05-01,RC1,7.69,1.13,0.0,5.0,5.0,10.0,0.0,0.0,143.0,2022,8,143
64 BS 18,4,I,GMP 5,21.0,2022-09-14,5.08,2022-05-01,RC1,4.41,2.88,0.0,5.0,5.0,10.0,0.0,0.0,48.0,2022,9,48
64 BS 18,5,I,GMP 5,21.0,2022-10-12,5.08,2022-05-01,RC1,3.9,2.58,0.1,6.0,5.0,10.0,0.0,0.0,243.0,2022,10,243
64 BS 18,6,I,GMP 5,21.0,2022-11-12,5.08,2022-05-01,RC1,5.06,5.75,0.0,5.0,5.0,10.0,0.0,0.0,177.0,2022,11,177
64 BS 18,7,I,GMP 5,21.0,2022-12-13,5.08,2022-05-01,RC1,5.22,8.16,1.8,5.0,5.0,10.0,0.0,0.0,146.0,2022,12,146
64 BS 18,8,I,GMP 5,21.0,2023-01-15,5.08,2022-05-01,RC1,3.57,14.15,10.8,5.0,5.0,0.0,104.0,0.0,181.0,2023,1,181
64 BS 18,9,I,GMP 5,21.0,2023-02-11,5.08,2022-05-01,RC1,7.46,9.47,83.6,5.0,5.0,0.0,110.0,0.0,222.0,2023,2,222
64 BS 18,10,I,GMP 5,21.0,2023-03-16,5.08,2022-05-01,RC1,2.96,8.94,22.0,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
64 BS 18,11,I,GMP 5,21.0,2023-03-01,5.08,2022-05-01,RC1,2.96,8.94,22.0,5.0,0.0,0.0,160.0,9.0,363.0,2023,3,363
55 TS 22,3,III,GMP 5,21.0,2022-08-12,7.17,2022-05-01,PC,0.0,0.49,0.0,5.0,5.0,10.0,1000.0,0.0,164.0,2022,8,164
55 TS 22,4,III,GMP 5,21.0,2022-09-13,7.17,2022-05-01,PC,0.99,7.23,0.0,5.0,4.0,10.0,1000.0,0.0,30.0,2022,9,30
55 TS 22,5,III,GMP 5,21.0,2022-10-12,7.17,2022-05-01,PC,0.0,7.67,0.0,5.0,4.0,10.0,1000.0,0.0,306.0,2022,10,306
55 TS 22,6,III,GMP 5,21.0,2022-11-14,7.17,2022-05-01,PC,4.17,7.4,0.0,5.0,4.0,0.0,1000.0,0.0,221.0,2022,11,221
55 TS 22,7,III,GMP 5,21.0,2022-12-09,7.17,2022-05-01,PC,1.53,5.44,0.0,5.0,0.0,0.0,1000.0,0.0,226.0,2022,12,226
55 TS 22,8,III,GMP 5,21.0,2023-01-15,7.17,2022-05-01,PC,0.39,3.85,0.25,4.0,0.0,0.0,1000.0,0.0,223.0,2023,1,223
55 TS 22,9,III,GMP 5,21.0,2023-02-14,7.17,2022-05-01,PC,2.01,4.8,0.8,5.0,5.0,0.0,1000.0,0.0,267.0,2023,2,267
55 TS 22,10,III,GMP 5,21.0,2023-03-18,7.17,2022-05-01,PC,1.72,4.79,1.05,5.0,0.0,0.0,1000.0,0.0,471.0,2023,3,471
55 TS 22,11,III,GMP 5,21.0,2023-04-13,7.17,2022-05-01,PC,5.61,15.64,31.15,5.0,4.0,10.0,1000.0,0.0,202.0,2023,4,202
51 TS 22,3,III,GMP 5,21.0,2022-08-12,3.95,2022-05-01,PC,0.0,0.46,0.0,5.0,5.0,10.0,1000.0,0.0,164.0,2022,8,164
